partition,repeat,split_seed,method,lambda_subset,response_scope,trajectory_fraction,shuffle_seed,mean_absolute_error_difference,ci_low_95,ci_high_95,probability_lower_error,fraction_molecules_improved
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5_0p9,total,0.2,,0.0008488944815063253,-0.0036505969330500303,0.00552298664676643,0.36218,0.5694444444444444
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.2,,0.0004872513893175916,-0.0035849371740512234,0.004614720859322914,0.40713,0.4722222222222222
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.4,,-0.0005850610396016192,-0.0032838386209165485,0.0021293000066841465,0.66833,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5_0p9,total,0.4,,0.002477285488439167,-0.00210617797576683,0.007676849118222983,0.16007,0.5555555555555556
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.4,,-0.000593659154109662,-0.0030791343661116626,0.0019209945118682228,0.68088,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.7,,-0.0002561793773955337,-0.003077294909960527,0.0025836949536120236,0.57395,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5_0p9,total,0.7,,0.0001238651064740919,-0.002432249665245409,0.002710626263066775,0.46738,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.7,,-0.0004540792685699186,-0.0030381947117327094,0.0021203492535150623,0.63736,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1,total,1.0,,-0.0004422463196797012,-0.002965048975872559,0.002079928770436285,0.63832,0.5555555555555556
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1,total,1.0,,-0.00022933002440805102,-0.002799779833685582,0.00233168319244865,0.57169,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1,total,1.0,,-0.0003706054303907677,-0.002914339735118617,0.0021673544390388385,0.61419,0.5555555555555556
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p5,total,1.0,,0.00045586934824873456,-0.002962550080054775,0.0039431374699392795,0.40356,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p5,total,1.0,,0.0020754975958625086,-0.0013036299096782112,0.006011414084635309,0.1305,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p5,total,1.0,,-0.0004534839242877057,-0.0029833091693713936,0.002075153322310834,0.64063,0.5
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p9,total,1.0,,0.0001749444652961783,-0.0034347969342480612,0.003755937479634185,0.46344,0.4722222222222222
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p9,total,1.0,,-0.0005495217384050512,-0.0031077122272816335,0.001990585411969524,0.66648,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p9,total,1.0,,-0.0011236965712859,-0.004976049420572761,0.0026273617274929057,0.71931,0.5
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5,total,1.0,,-0.0003179064472973239,-0.00294262596785372,0.0023210570257606775,0.59572,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5,total,1.0,,7.264559574122646e-05,-0.0024682197411870967,0.0026513573793885124,0.48227,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5,total,1.0,,-1.1261932203148071e-05,-0.0025935800747022906,0.0025788677164831743,0.50436,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p9,total,1.0,,-0.000506223578383484,-0.0031703185385660014,0.0021542834619562934,0.64931,0.5
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p9,total,1.0,,6.435176916483475e-05,-0.0025698042452695093,0.002697661224991134,0.48251,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p9,total,1.0,,-0.0004858257241374829,-0.003004872705534937,0.002020799818496112,0.65069,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p5_0p9,total,1.0,,-0.0008456617426957613,-0.003715928742124003,0.002006891096279939,0.72205,0.5
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p5_0p9,total,1.0,,-0.00023152084495600458,-0.002788321589193763,0.0023594299795534463,0.57452,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p5_0p9,total,1.0,,-0.0004031422637187959,-0.003462817978941988,0.002760189743375753,0.60756,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5_0p9,total,1.0,,-0.0004521087115873497,-0.003360619317256353,0.002462236936144588,0.62216,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5_0p9,total,1.0,,0.0003511888683340358,-0.0022618668045693677,0.0030128660527523237,0.40057,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,1.0,,-0.0001605864019616873,-0.0027208453789434504,0.0024015027535306387,0.55156,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1,components,1.0,,0.01395763229605659,0.002372047201576081,0.02707858346498789,0.00786,0.4861111111111111
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1,components,1.0,,0.009275251007349293,-0.005629513392063598,0.02622920037759306,0.12175,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1,components,1.0,,-0.00033138704549444246,-0.008683849366317968,0.008084349560692351,0.53135,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p5,components,1.0,,0.01672673075462988,0.000997697367954968,0.0353771247633761,0.01726,0.4861111111111111
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p5,components,1.0,,0.014351412760708544,0.002232967069392124,0.027696454884972528,0.00902,0.4722222222222222
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p5,components,1.0,,0.0009375047366297606,-0.002245417898244937,0.004110459617520693,0.28348,0.4305555555555556
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p9,components,1.0,,-0.0008080202095091133,-0.0048884113050544475,0.003224794991472712,0.65184,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p9,components,1.0,,0.0017910247128926815,-0.003270025806334162,0.006958673424580804,0.24732,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p9,components,1.0,,-0.000658066912703579,-0.003737223401592624,0.0024060269800917915,0.66355,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5,components,1.0,,0.014839743665944186,0.001903550214024064,0.0294261735447218,0.01062,0.5
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5,components,1.0,,0.013059667675314352,-0.0011514145972620325,0.029267492157890117,0.0367,0.5
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5,components,1.0,,0.004020499644319643,-0.0021294973497822905,0.011053915634318729,0.11045,0.4722222222222222
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p9,components,1.0,,0.015674209541769853,0.002978342484075817,0.029908647023409434,0.0065,0.4861111111111111
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p9,components,1.0,,0.0062663199936969765,-0.008229083474311068,0.022881207817826606,0.21699,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p9,components,1.0,,0.0030310441412852145,-0.003954248690796403,0.01067056348009738,0.21202,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p5_0p9,components,1.0,,0.009279147583494607,-0.004571883466394575,0.023505079207999043,0.0966,0.5
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p5_0p9,components,1.0,,0.012959407119995556,-0.0013436701861468548,0.02883985721633114,0.03852,0.5
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p5_0p9,components,1.0,,0.000671907674729251,-0.0029956918219033713,0.00437454914408517,0.36259,0.5
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5_0p9,components,1.0,,0.006953464822590784,-0.0037476596960322774,0.01795385245253686,0.1027,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5_0p9,components,1.0,,0.013352747886696242,-0.0010292102294097252,0.02966579747863667,0.03571,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,components,1.0,,0.007012516183409952,-0.0012758522417826506,0.01606318187861439,0.05079,0.4861111111111111
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88001.0,-0.0009789403363021027,-0.0073125006314520395,0.005724435575053,0.62554,0.5555555555555556
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88002.0,0.0008086112030653731,-0.0022897461877247533,0.0038665374007854506,0.30573,0.4305555555555556
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88003.0,-0.0006272196200266433,-0.005609083454648236,0.004204056593264718,0.59754,0.5138888888888888
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88004.0,0.002281228058739238,-0.0026496001794093426,0.007425693748864413,0.18803,0.4305555555555556
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88005.0,-0.0013472640725234125,-0.007312703081565148,0.004802736153427471,0.67289,0.5694444444444444
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p1,total,1.0,,0.0009486957550356561,-0.0019573027110520603,0.003886820751702393,0.26374,0.4861111111111111
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p1,total,1.0,,-0.00026518092365599723,-0.0031688888752750702,0.002642179014455558,0.57212,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p5,total,1.0,,0.0002069669783584118,-0.002390123455662418,0.0029221969556922434,0.4463,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p5,total,1.0,,-0.00021210104788074878,-0.0029585230102438702,0.0025860073659736615,0.56494,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p9,total,1.0,,-4.239322868906628e-05,-0.002700015409779011,0.0025761353967511066,0.515,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p9,total,1.0,,9.947007735324074e-06,-0.002718438431481849,0.0027599086794613103,0.49901,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p1_0p5,total,1.0,,0.0006674329413067843,-0.0019941737187263928,0.0034353585004939843,0.31878,0.5694444444444444
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p1_0p5,total,1.0,,-0.00012532736154172473,-0.0028764631284606823,0.002670763674480969,0.54023,0.5277777777777778
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p1_0p9,total,1.0,,0.0006346712715907864,-0.002196811246165146,0.00346996108376287,0.33192,0.4583333333333333
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p1_0p9,total,1.0,,0.00033741512306207505,-0.0024563483326328524,0.0031452996500391894,0.40872,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p5_0p9,total,1.0,,0.00010216062075061455,-0.002478529374693131,0.0027196447088672403,0.47308,0.5694444444444444
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p5_0p9,total,1.0,,0.0001284370959261071,-0.0025161985321187214,0.002833541034077544,0.46639,0.5416666666666666
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p1_0p5_0p9,total,1.0,,0.00041511886754665395,-0.0022210504566568326,0.0030937062663837583,0.38326,0.5555555555555556
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p1_0p5_0p9,total,1.0,,0.0002974939168471674,-0.002365290386544039,0.0030188405177742276,0.4179,0.5555555555555556
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.1,,0.0011272462748947458,-0.0071679544903604986,0.008450634126156209,0.37395,0.3888888888888889
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,0.1,,0.007751094247325788,0.0014297333613527378,0.014491189559373552,0.00797,0.3333333333333333
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.1,,0.004314012750866922,-0.000723022273406729,0.009584732372962845,0.04711,0.375
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.2,,0.0034602969572349396,0.0008558502302769478,0.006040872009067367,0.00509,0.375
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,0.2,,0.0054615184861118195,-0.0021919851415917206,0.013546268660994487,0.08428,0.3888888888888889
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.2,,0.005821996826065987,-0.0006135627628171855,0.012451095855746585,0.03929,0.375
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.4,,0.0034674291009812916,0.000832888184126772,0.006085679078665818,0.00507,0.375
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,0.4,,0.008510483539352116,0.0033657038437780173,0.014477130051836361,0.00014,0.3333333333333333
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.4,,0.005892967311188521,0.0017687098642950954,0.010325025293440489,0.00198,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.7,,0.007209805264760858,0.0016669982392520193,0.013258344489589152,0.00545,0.3472222222222222
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,0.7,,0.009102425625717588,0.004425553287970806,0.01430208144368486,0.0,0.3194444444444444
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.7,,0.006563912389243708,0.0021145991354595806,0.01123987641540164,0.00174,0.3472222222222222
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1,total,1.0,,0.003346932635360888,0.0008965123707430263,0.005752486005128259,0.00379,0.375
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1,total,1.0,,0.0036427411089066794,0.0011491467923069453,0.0060940188640953435,0.00214,0.375
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1,total,1.0,,0.00335659671534615,0.0008410532511391541,0.005818155126043593,0.00468,0.375
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p5,total,1.0,,0.010494173755584195,0.001762213026764669,0.021433008636833572,0.00724,0.4027777777777778
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p5,total,1.0,,0.009554826822099332,0.004180766954672719,0.016009972095844264,1e-05,0.3194444444444444
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p5,total,1.0,,0.0032944494111204364,0.0005025419098287737,0.0060244924989695066,0.01029,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p9,total,1.0,,0.008123372649724748,0.0009377562465809348,0.01655975107179441,0.01227,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p9,total,1.0,,0.004074894812487061,0.0010134037857678856,0.007068404181204159,0.0047,0.3472222222222222
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p9,total,1.0,,0.004297559749259831,-0.0013707188647634112,0.010444653871073416,0.07212,0.4444444444444444
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5,total,1.0,,0.011692654830668005,0.0031432890348552156,0.022624499986433223,0.00233,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5,total,1.0,,0.008830758588972023,0.004478338101630229,0.013680460666966874,0.0,0.3194444444444444
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5,total,1.0,,0.0034247678007950605,0.0009335153486920705,0.005863382535034319,0.00375,0.375
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p9,total,1.0,,0.006917588714193432,0.0018398651314796286,0.012450883159464384,0.00365,0.3472222222222222
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p9,total,1.0,,0.0038484085769427707,0.0012898702478475082,0.006362620561192517,0.00169,0.375
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p9,total,1.0,,0.00434415971241477,0.00027024802548613757,0.008948310287015425,0.01757,0.4027777777777778
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p5_0p9,total,1.0,,0.005531457268849951,-0.001623833157280404,0.013113178165435597,0.06548,0.3888888888888889
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p5_0p9,total,1.0,,0.005750302609263738,0.0022470745379538056,0.009631574568379648,0.0004,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p5_0p9,total,1.0,,0.006823182837613516,0.0014066922215293688,0.012693168667504556,0.00618,0.375
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,1.0,,0.0074110837729062,0.00086269218357867,0.014662614478836756,0.01306,0.3333333333333333
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,1.0,,0.003902286544648992,0.0011968647740240636,0.006571872537048229,0.00269,0.375
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,1.0,,0.0032892424896765657,0.0008731965262376832,0.0056737353136219046,0.00396,0.375
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1,components,1.0,,0.006498193417938173,-0.0007083154071791209,0.01525786884977235,0.04119,0.3888888888888889
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1,components,1.0,,0.002965705834369665,-0.015243722959676898,0.02379853324196812,0.39648,0.5138888888888888
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1,components,1.0,,0.0038990020559020394,-0.004731164699388959,0.01251569427160935,0.18454,0.4166666666666667
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p5,components,1.0,,0.008371361358590719,-0.000403394543795644,0.01940653036339149,0.03249,0.375
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p5,components,1.0,,0.00543062604005762,-0.010002383338017265,0.021103213900358464,0.24486,0.4444444444444444
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p5,components,1.0,,0.004076985197194758,0.0012369025592739791,0.006863784587749168,0.00267,0.3333333333333333
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p9,components,1.0,,0.007968054663166942,5.4020717999720295e-05,0.017079332241114107,0.02419,0.4166666666666667
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p9,components,1.0,,0.004274615877632664,0.0011128834269912653,0.007398130346443939,0.00446,0.4027777777777778
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p9,components,1.0,,0.01033317366290414,0.0030457024290861845,0.01906171167469532,0.00111,0.3888888888888889
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5,components,1.0,,0.0036683444418410174,-0.0015637820820106753,0.009257739165353097,0.08815,0.5138888888888888
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5,components,1.0,,0.004936251438416445,-0.01498852058707592,0.027170163468892124,0.33134,0.4722222222222222
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5,components,1.0,,0.003465176901068871,-0.00045556892805418135,0.0073848159624719575,0.04087,0.4027777777777778
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p9,components,1.0,,0.006904991078307439,-0.002321392641294888,0.017599047790352887,0.07789,0.5138888888888888
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p9,components,1.0,,0.00434954952509104,-0.015197634662235282,0.027583790964003152,0.36144,0.5
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p9,components,1.0,,0.005631016459922129,-0.0038255915593568444,0.01554656005933745,0.12379,0.4166666666666667
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p5_0p9,components,1.0,,0.004371612955860235,-0.000770013475640304,0.00986734866913585,0.04917,0.5
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p5_0p9,components,1.0,,0.007321655068004475,-0.012453284778880426,0.02717153416933943,0.23132,0.4583333333333333
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p5_0p9,components,1.0,,0.005023149219158718,0.0014813146594785326,0.008795030264986242,0.00243,0.375
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,components,1.0,,0.004248502306638603,-0.0021868367301230143,0.011143599132398102,0.10285,0.5138888888888888
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,components,1.0,,-0.0043074973801386935,-0.02056178086161175,0.012502733034495075,0.69812,0.5
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,components,1.0,,0.008421411850017468,0.0006578680013548029,0.016859276617654212,0.01628,0.4027777777777778
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88001.0,0.005755262811723287,0.001369276064376884,0.010022954392157902,0.00538,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88002.0,0.004564524616454796,0.0006178445284887241,0.008504806739533138,0.01152,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88003.0,0.0027063850209824475,-0.0009096326410181792,0.006313297036668219,0.07033,0.4166666666666667
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88004.0,0.002236599743160056,-0.0011099508463541464,0.005379007639232428,0.08959,0.3888888888888889
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88005.0,0.0020621442077907778,-0.004198221161607674,0.008161945457638221,0.25148,0.3888888888888889
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p1,total,1.0,,0.004535866633529616,0.0018382849710512602,0.007192565002182915,0.0005,0.375
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p1,total,1.0,,0.00907619605061595,0.002436319616072135,0.016432150532308874,0.00343,0.3472222222222222
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p5,total,1.0,,0.01646485739089683,0.004123734647363544,0.030075560138519804,0.0034,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p5,total,1.0,,0.011538237295843946,0.0030023235239028303,0.021582690457109647,0.00278,0.3333333333333333
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p9,total,1.0,,0.003892811154521128,0.0009234327708052915,0.006837715741571103,0.00506,0.375
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p9,total,1.0,,0.0034964817369482937,0.000819768851395054,0.0061576292946867155,0.00532,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p1_0p5,total,1.0,,0.006035788988251326,-0.0014691486634021633,0.014046974384835216,0.05925,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p1_0p5,total,1.0,,0.009344981479224154,0.0037333177086252578,0.015760511128252313,0.00026,0.3194444444444444
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p1_0p9,total,1.0,,0.0041287169053827585,0.0015062325042090065,0.006700925748866701,0.00104,0.375
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p1_0p9,total,1.0,,0.0037368211353840833,0.0010317334810809606,0.006417129540879248,0.00355,0.3611111111111111
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p5_0p9,total,1.0,,0.0055702129819634565,-0.0003529455680755138,0.011446152812471942,0.03224,0.4166666666666667
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p5_0p9,total,1.0,,0.008155103484381566,0.00337464880082303,0.013513204307408926,0.00013,0.3194444444444444
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p1_0p5_0p9,total,1.0,,0.0039072094986301,0.0012471452614351516,0.006530467577978252,0.00229,0.375
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p1_0p5_0p9,total,1.0,,0.008867940470340284,0.003938505576128974,0.01436439443116466,4e-05,0.3194444444444444
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.1,,0.0007450596100919515,-0.007416675454267292,0.009394922493146678,0.43828,0.5
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,0.1,,0.010439067897787209,-0.0047340495518138,0.027157716078851216,0.09673,0.4861111111111111
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.1,,0.0171717201837111,0.002264783266992208,0.03359967444172375,0.0108,0.3888888888888889
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.2,,0.000533156879665844,-0.009016515124611766,0.010954210912657669,0.46765,0.5416666666666666
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,0.2,,0.009893907498155306,-0.004504097751850427,0.025650643564102744,0.09634,0.4722222222222222
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.2,,0.005516217340779224,0.000881769271863899,0.010052141104419657,0.00959,0.3472222222222222
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.4,,0.004381360139839082,0.0004418251044335898,0.0082124783632914,0.01464,0.4583333333333333
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,0.4,,0.005891274094066528,-0.0035719990840449157,0.015489870631804056,0.1122,0.4444444444444444
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.4,,0.006162090195613718,0.001414985817548606,0.010860554725625644,0.00505,0.4166666666666667
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.7,,0.0035063436107294066,-0.0012422959469710884,0.008217799653506419,0.07365,0.5277777777777778
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,0.7,,0.003852684421866856,-0.0006816659800369539,0.00830905262752312,0.04814,0.4583333333333333
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.7,,0.004679853381864391,-0.00026905207962243976,0.00957061430607119,0.03173,0.4166666666666667
