partition,repeat,trajectory_fraction,lambda,component,n,mae
standardized_exclusion_repeat,2,0.2,0.5,total,72,2.7019095800910047
standardized_exclusion_repeat,2,0.2,0.5,van_der_waals,72,4.380334783079108
standardized_exclusion_repeat,2,0.2,0.5,van_der_waals_softcore,72,1.0103354498775086
standardized_exclusion_repeat,2,0.2,0.9,coulomb,72,6.366894414250189
standardized_exclusion_repeat,2,0.2,0.9,coulomb_softcore,72,1.2227939897381492
standardized_exclusion_repeat,2,0.2,0.9,long_range_correction,72,0.01295469749080182
standardized_exclusion_repeat,2,0.2,0.9,pme,72,0.040137349275023784
standardized_exclusion_repeat,2,0.2,0.9,total,72,5.786598617102613
standardized_exclusion_repeat,2,0.2,0.9,van_der_waals,72,1.7963147751331736
standardized_exclusion_repeat,2,0.2,0.9,van_der_waals_softcore,72,0.155556326862835
standardized_exclusion_repeat,2,0.4,0.1,coulomb,72,5.56860422652066
standardized_exclusion_repeat,2,0.4,0.1,coulomb_softcore,72,3.934750464114857
standardized_exclusion_repeat,2,0.4,0.1,long_range_correction,72,0.10865411422011745
standardized_exclusion_repeat,2,0.4,0.1,pme,72,0.4879539314616643
standardized_exclusion_repeat,2,0.4,0.1,total,72,4.731090384084992
standardized_exclusion_repeat,2,0.4,0.1,van_der_waals,72,5.9338343262408895
standardized_exclusion_repeat,2,0.4,0.1,van_der_waals_softcore,72,2.075579770852707
standardized_exclusion_repeat,2,0.4,0.5,coulomb,72,5.029845107517121
standardized_exclusion_repeat,2,0.4,0.5,coulomb_softcore,72,2.9058900571475004
standardized_exclusion_repeat,2,0.4,0.5,long_range_correction,72,0.06137968364141381
standardized_exclusion_repeat,2,0.4,0.5,pme,72,0.18100648392310448
standardized_exclusion_repeat,2,0.4,0.5,total,72,3.0595577662016415
standardized_exclusion_repeat,2,0.4,0.5,van_der_waals,72,4.51410183330968
standardized_exclusion_repeat,2,0.4,0.5,van_der_waals_softcore,72,1.037717632623889
standardized_exclusion_repeat,2,0.4,0.9,coulomb,72,5.259916439549371
standardized_exclusion_repeat,2,0.4,0.9,coulomb_softcore,72,1.0241583298637669
standardized_exclusion_repeat,2,0.4,0.9,long_range_correction,72,0.012228643956434172
standardized_exclusion_repeat,2,0.4,0.9,pme,72,0.029751474263727533
standardized_exclusion_repeat,2,0.4,0.9,total,72,4.836429323124248
standardized_exclusion_repeat,2,0.4,0.9,van_der_waals,72,1.4811522296974335
standardized_exclusion_repeat,2,0.4,0.9,van_der_waals_softcore,72,0.12647620298506507
standardized_exclusion_repeat,2,0.7,0.1,coulomb,72,4.931009530596976
standardized_exclusion_repeat,2,0.7,0.1,coulomb_softcore,72,3.5131560560064097
standardized_exclusion_repeat,2,0.7,0.1,long_range_correction,72,0.11082421079540383
standardized_exclusion_repeat,2,0.7,0.1,pme,72,0.5086761778905682
standardized_exclusion_repeat,2,0.7,0.1,total,72,4.391418007581001
standardized_exclusion_repeat,2,0.7,0.1,van_der_waals,72,5.610233324647475
standardized_exclusion_repeat,2,0.7,0.1,van_der_waals_softcore,72,1.9127967619962725
standardized_exclusion_repeat,2,0.7,0.5,coulomb,72,4.9029720349239145
standardized_exclusion_repeat,2,0.7,0.5,coulomb_softcore,72,2.7397476391844693
standardized_exclusion_repeat,2,0.7,0.5,long_range_correction,72,0.062441380266105205
standardized_exclusion_repeat,2,0.7,0.5,pme,72,0.17478170245419353
standardized_exclusion_repeat,2,0.7,0.5,total,72,2.7387745287577783
standardized_exclusion_repeat,2,0.7,0.5,van_der_waals,72,4.403652096257027
standardized_exclusion_repeat,2,0.7,0.5,van_der_waals_softcore,72,0.9960477371217744
standardized_exclusion_repeat,2,0.7,0.9,coulomb,72,4.600302211669889
standardized_exclusion_repeat,2,0.7,0.9,coulomb_softcore,72,0.8617505077863916
standardized_exclusion_repeat,2,0.7,0.9,long_range_correction,72,0.012458314171002696
standardized_exclusion_repeat,2,0.7,0.9,pme,72,0.025216731630370408
standardized_exclusion_repeat,2,0.7,0.9,total,72,4.1872515365981595
standardized_exclusion_repeat,2,0.7,0.9,van_der_waals,72,1.4166607501884354
standardized_exclusion_repeat,2,0.7,0.9,van_der_waals_softcore,72,0.11057455091402654
standardized_exclusion_repeat,2,1.0,0.1,coulomb,72,4.776610000570765
standardized_exclusion_repeat,2,1.0,0.1,coulomb_softcore,72,3.2263569272648334
standardized_exclusion_repeat,2,1.0,0.1,long_range_correction,72,0.10735841699127134
standardized_exclusion_repeat,2,1.0,0.1,pme,72,0.504538113749643
standardized_exclusion_repeat,2,1.0,0.1,total,72,4.467994637399502
standardized_exclusion_repeat,2,1.0,0.1,van_der_waals,72,5.1523723989050545
standardized_exclusion_repeat,2,1.0,0.1,van_der_waals_softcore,72,1.787091164974213
standardized_exclusion_repeat,2,1.0,0.5,coulomb,72,4.504077514994644
standardized_exclusion_repeat,2,1.0,0.5,coulomb_softcore,72,2.531275805871377
standardized_exclusion_repeat,2,1.0,0.5,long_range_correction,72,0.060443358630333975
standardized_exclusion_repeat,2,1.0,0.5,pme,72,0.16853929907463802
standardized_exclusion_repeat,2,1.0,0.5,total,72,2.3988679558871295
standardized_exclusion_repeat,2,1.0,0.5,van_der_waals,72,4.075069269946816
standardized_exclusion_repeat,2,1.0,0.5,van_der_waals_softcore,72,0.9349375348604487
standardized_exclusion_repeat,2,1.0,0.9,coulomb,72,4.158745079891709
standardized_exclusion_repeat,2,1.0,0.9,coulomb_softcore,72,0.7524454820784096
standardized_exclusion_repeat,2,1.0,0.9,long_range_correction,72,0.012108313290814061
standardized_exclusion_repeat,2,1.0,0.9,pme,72,0.022548413835868333
standardized_exclusion_repeat,2,1.0,0.9,total,72,3.6220551638256446
standardized_exclusion_repeat,2,1.0,0.9,van_der_waals,72,1.36925222114388
standardized_exclusion_repeat,2,1.0,0.9,van_der_waals_softcore,72,0.1068569049814809
standardized_exclusion_repeat,3,0.1,0.1,coulomb,72,6.656725763107512
standardized_exclusion_repeat,3,0.1,0.1,coulomb_softcore,72,4.587025190139499
standardized_exclusion_repeat,3,0.1,0.1,long_range_correction,72,0.10977667351514532
standardized_exclusion_repeat,3,0.1,0.1,pme,72,0.6704603016598786
standardized_exclusion_repeat,3,0.1,0.1,total,72,6.370574511756338
standardized_exclusion_repeat,3,0.1,0.1,van_der_waals,72,6.746501925686621
standardized_exclusion_repeat,3,0.1,0.1,van_der_waals_softcore,72,2.357248014311573
standardized_exclusion_repeat,3,0.1,0.5,coulomb,72,4.881560903570267
standardized_exclusion_repeat,3,0.1,0.5,coulomb_softcore,72,2.7764687355346798
standardized_exclusion_repeat,3,0.1,0.5,long_range_correction,72,0.061238116568044704
standardized_exclusion_repeat,3,0.1,0.5,pme,72,0.2535296945641199
standardized_exclusion_repeat,3,0.1,0.5,total,72,3.0276304574953485
standardized_exclusion_repeat,3,0.1,0.5,van_der_waals,72,4.445069546272072
standardized_exclusion_repeat,3,0.1,0.5,van_der_waals_softcore,72,1.021936880813949
standardized_exclusion_repeat,3,0.1,0.9,coulomb,72,7.548783633411221
standardized_exclusion_repeat,3,0.1,0.9,coulomb_softcore,72,1.485454398563404
standardized_exclusion_repeat,3,0.1,0.9,long_range_correction,72,0.012217748057095475
standardized_exclusion_repeat,3,0.1,0.9,pme,72,0.04743483020464771
standardized_exclusion_repeat,3,0.1,0.9,total,72,6.937357532469693
standardized_exclusion_repeat,3,0.1,0.9,van_der_waals,72,2.07035900441066
standardized_exclusion_repeat,3,0.1,0.9,van_der_waals_softcore,72,0.17851951543303193
standardized_exclusion_repeat,3,0.2,0.1,coulomb,72,6.514846182654126
standardized_exclusion_repeat,3,0.2,0.1,coulomb_softcore,72,4.244776462574165
standardized_exclusion_repeat,3,0.2,0.1,long_range_correction,72,0.10823371647984081
standardized_exclusion_repeat,3,0.2,0.1,pme,72,0.5530262133281636
standardized_exclusion_repeat,3,0.2,0.1,total,72,5.681086625504353
standardized_exclusion_repeat,3,0.2,0.1,van_der_waals,72,6.2981814024764216
standardized_exclusion_repeat,3,0.2,0.1,van_der_waals_softcore,72,2.1804749638569785
standardized_exclusion_repeat,3,0.2,0.5,coulomb,72,4.959398692636272
standardized_exclusion_repeat,3,0.2,0.5,coulomb_softcore,72,2.8282564708883124
standardized_exclusion_repeat,3,0.2,0.5,long_range_correction,72,0.0601153999904752
standardized_exclusion_repeat,3,0.2,0.5,pme,72,0.18336313177375135
standardized_exclusion_repeat,3,0.2,0.5,total,72,2.775029741449225
standardized_exclusion_repeat,3,0.2,0.5,van_der_waals,72,4.597558203942629
standardized_exclusion_repeat,3,0.2,0.5,van_der_waals_softcore,72,1.0551460578361724
standardized_exclusion_repeat,3,0.2,0.9,coulomb,72,6.164979686068933
standardized_exclusion_repeat,3,0.2,0.9,coulomb_softcore,72,1.179679378380537
standardized_exclusion_repeat,3,0.2,0.9,long_range_correction,72,0.011994794723865247
standardized_exclusion_repeat,3,0.2,0.9,pme,72,0.04118459701973391
standardized_exclusion_repeat,3,0.2,0.9,total,72,5.6759051828579725
standardized_exclusion_repeat,3,0.2,0.9,van_der_waals,72,1.721813695801143
standardized_exclusion_repeat,3,0.2,0.9,van_der_waals_softcore,72,0.14770824572612234
standardized_exclusion_repeat,3,0.4,0.1,coulomb,72,5.654251300472433
standardized_exclusion_repeat,3,0.4,0.1,coulomb_softcore,72,3.9010135663901955
standardized_exclusion_repeat,3,0.4,0.1,long_range_correction,72,0.09974286689952633
standardized_exclusion_repeat,3,0.4,0.1,pme,72,0.48401343342680914
standardized_exclusion_repeat,3,0.4,0.1,total,72,4.608960644744531
standardized_exclusion_repeat,3,0.4,0.1,van_der_waals,72,6.050669160468984
standardized_exclusion_repeat,3,0.4,0.1,van_der_waals_softcore,72,2.059266692760649
standardized_exclusion_repeat,3,0.4,0.5,coulomb,72,5.1592514736374655
standardized_exclusion_repeat,3,0.4,0.5,coulomb_softcore,72,2.9240975223396637
standardized_exclusion_repeat,3,0.4,0.5,long_range_correction,72,0.05583255101598169
standardized_exclusion_repeat,3,0.4,0.5,pme,72,0.17827550894451336
standardized_exclusion_repeat,3,0.4,0.5,total,72,3.097596761360018
standardized_exclusion_repeat,3,0.4,0.5,van_der_waals,72,4.4598783658198
standardized_exclusion_repeat,3,0.4,0.5,van_der_waals_softcore,72,1.0298372456381084
standardized_exclusion_repeat,3,0.4,0.9,coulomb,72,5.310655673059224
standardized_exclusion_repeat,3,0.4,0.9,coulomb_softcore,72,1.0284467128711645
standardized_exclusion_repeat,3,0.4,0.9,long_range_correction,72,0.01113729089451034
standardized_exclusion_repeat,3,0.4,0.9,pme,72,0.030497938517802175
standardized_exclusion_repeat,3,0.4,0.9,total,72,4.9161688732005535
standardized_exclusion_repeat,3,0.4,0.9,van_der_waals,72,1.429767646671871
standardized_exclusion_repeat,3,0.4,0.9,van_der_waals_softcore,72,0.12507199578781164
standardized_exclusion_repeat,3,0.7,0.1,coulomb,72,5.294009672410879
standardized_exclusion_repeat,3,0.7,0.1,coulomb_softcore,72,3.604720645787288
standardized_exclusion_repeat,3,0.7,0.1,long_range_correction,72,0.0982434608978212
standardized_exclusion_repeat,3,0.7,0.1,pme,72,0.5129703228719487
standardized_exclusion_repeat,3,0.7,0.1,total,72,4.4433109547661225
standardized_exclusion_repeat,3,0.7,0.1,van_der_waals,72,5.689708902074248
standardized_exclusion_repeat,3,0.7,0.1,van_der_waals_softcore,72,1.9368540161505061
standardized_exclusion_repeat,3,0.7,0.5,coulomb,72,4.592100621398902
standardized_exclusion_repeat,3,0.7,0.5,coulomb_softcore,72,2.592214066974017
standardized_exclusion_repeat,3,0.7,0.5,long_range_correction,72,0.05488630633509345
standardized_exclusion_repeat,3,0.7,0.5,pme,72,0.17816586481050817
standardized_exclusion_repeat,3,0.7,0.5,total,72,2.6625616182636276
standardized_exclusion_repeat,3,0.7,0.5,van_der_waals,72,4.172190285995126
standardized_exclusion_repeat,3,0.7,0.5,van_der_waals_softcore,72,0.9446202403994772
standardized_exclusion_repeat,3,0.7,0.9,coulomb,72,4.656122458056231
standardized_exclusion_repeat,3,0.7,0.9,coulomb_softcore,72,0.883891661577774
standardized_exclusion_repeat,3,0.7,0.9,long_range_correction,72,0.010965618270320134
standardized_exclusion_repeat,3,0.7,0.9,pme,72,0.02585029805644727
standardized_exclusion_repeat,3,0.7,0.9,total,72,4.210056626399924
standardized_exclusion_repeat,3,0.7,0.9,van_der_waals,72,1.3818014161183796
standardized_exclusion_repeat,3,0.7,0.9,van_der_waals_softcore,72,0.11364477463467873
standardized_exclusion_repeat,3,1.0,0.1,coulomb,72,5.299430262114491
standardized_exclusion_repeat,3,1.0,0.1,coulomb_softcore,72,3.404845330362237
standardized_exclusion_repeat,3,1.0,0.1,long_range_correction,72,0.09660863959463978
standardized_exclusion_repeat,3,1.0,0.1,pme,72,0.5215178137896594
standardized_exclusion_repeat,3,1.0,0.1,total,72,4.518208631422721
standardized_exclusion_repeat,3,1.0,0.1,van_der_waals,72,5.4224660117404415
standardized_exclusion_repeat,3,1.0,0.1,van_der_waals_softcore,72,1.8795791725234077
standardized_exclusion_repeat,3,1.0,0.5,coulomb,72,4.23309208910424
standardized_exclusion_repeat,3,1.0,0.5,coulomb_softcore,72,2.390180140004633
standardized_exclusion_repeat,3,1.0,0.5,long_range_correction,72,0.05389408429383269
standardized_exclusion_repeat,3,1.0,0.5,pme,72,0.168722739109948
standardized_exclusion_repeat,3,1.0,0.5,total,72,2.317519947253982
standardized_exclusion_repeat,3,1.0,0.5,van_der_waals,72,3.8902805319139038
standardized_exclusion_repeat,3,1.0,0.5,van_der_waals_softcore,72,0.8819985980576767
standardized_exclusion_repeat,3,1.0,0.9,coulomb,72,4.13268812412349
standardized_exclusion_repeat,3,1.0,0.9,coulomb_softcore,72,0.7803412844039371
standardized_exclusion_repeat,3,1.0,0.9,long_range_correction,72,0.010710045669556913
standardized_exclusion_repeat,3,1.0,0.9,pme,72,0.02249641974576387
standardized_exclusion_repeat,3,1.0,0.9,total,72,3.598495784838775
standardized_exclusion_repeat,3,1.0,0.9,van_der_waals,72,1.3364484836086234
standardized_exclusion_repeat,3,1.0,0.9,van_der_waals_softcore,72,0.10664927484061645
standardized_exclusion_repeat,4,0.1,0.1,coulomb,72,6.100521784746582
standardized_exclusion_repeat,4,0.1,0.1,coulomb_softcore,72,4.546669135114061
standardized_exclusion_repeat,4,0.1,0.1,long_range_correction,72,0.11447403061352476
standardized_exclusion_repeat,4,0.1,0.1,pme,72,0.6654511372125009
standardized_exclusion_repeat,4,0.1,0.1,total,72,6.2092071869578
standardized_exclusion_repeat,4,0.1,0.1,van_der_waals,72,6.172346332735764
standardized_exclusion_repeat,4,0.1,0.1,van_der_waals_softcore,72,2.2765632795120343
standardized_exclusion_repeat,4,0.1,0.5,coulomb,72,4.794363479736564
standardized_exclusion_repeat,4,0.1,0.5,coulomb_softcore,72,2.7270549666758908
standardized_exclusion_repeat,4,0.1,0.5,long_range_correction,72,0.06375990344051026
standardized_exclusion_repeat,4,0.1,0.5,pme,72,0.26665874452285243
standardized_exclusion_repeat,4,0.1,0.5,total,72,3.026817424205806
standardized_exclusion_repeat,4,0.1,0.5,van_der_waals,72,4.337916270839034
standardized_exclusion_repeat,4,0.1,0.5,van_der_waals_softcore,72,0.9996656818716758
standardized_exclusion_repeat,4,0.1,0.9,coulomb,72,8.079691461767144
standardized_exclusion_repeat,4,0.1,0.9,coulomb_softcore,72,1.5677600740215136
standardized_exclusion_repeat,4,0.1,0.9,long_range_correction,72,0.012691926072344317
standardized_exclusion_repeat,4,0.1,0.9,pme,72,0.05131699339774987
standardized_exclusion_repeat,4,0.1,0.9,total,72,7.4148888786067015
standardized_exclusion_repeat,4,0.1,0.9,van_der_waals,72,2.190917749867115
standardized_exclusion_repeat,4,0.1,0.9,van_der_waals_softcore,72,0.19167934981426557
standardized_exclusion_repeat,4,0.2,0.1,coulomb,72,5.7896663548595315
standardized_exclusion_repeat,4,0.2,0.1,coulomb_softcore,72,4.266939559780667
standardized_exclusion_repeat,4,0.2,0.1,long_range_correction,72,0.11818392365183272
standardized_exclusion_repeat,4,0.2,0.1,pme,72,0.5801096161158545
standardized_exclusion_repeat,4,0.2,0.1,total,72,5.415408245932282
standardized_exclusion_repeat,4,0.2,0.1,van_der_waals,72,5.9929024774196025
standardized_exclusion_repeat,4,0.2,0.1,van_der_waals_softcore,72,2.1876096186623117
standardized_exclusion_repeat,4,0.2,0.5,coulomb,72,4.777488590316994
standardized_exclusion_repeat,4,0.2,0.5,coulomb_softcore,72,2.7574452531723064
standardized_exclusion_repeat,4,0.2,0.5,long_range_correction,72,0.06605917523625632
standardized_exclusion_repeat,4,0.2,0.5,pme,72,0.19838141023284298
standardized_exclusion_repeat,4,0.2,0.5,total,72,2.781681838674066
standardized_exclusion_repeat,4,0.2,0.5,van_der_waals,72,4.46352376684
standardized_exclusion_repeat,4,0.2,0.5,van_der_waals_softcore,72,1.046476119961963
standardized_exclusion_repeat,4,0.2,0.9,coulomb,72,6.548431052091579
standardized_exclusion_repeat,4,0.2,0.9,coulomb_softcore,72,1.2472546506115665
standardized_exclusion_repeat,4,0.2,0.9,long_range_correction,72,0.01321339496542193
standardized_exclusion_repeat,4,0.2,0.9,pme,72,0.042786954626001204
standardized_exclusion_repeat,4,0.2,0.9,total,72,5.994755190099242
standardized_exclusion_repeat,4,0.2,0.9,van_der_waals,72,1.847066712424212
standardized_exclusion_repeat,4,0.2,0.9,van_der_waals_softcore,72,0.15783866051133938
standardized_exclusion_repeat,4,0.4,0.1,coulomb,72,5.2126568201327785
standardized_exclusion_repeat,4,0.4,0.1,coulomb_softcore,72,3.693420581874845
standardized_exclusion_repeat,4,0.4,0.1,long_range_correction,72,0.11255194158510859
standardized_exclusion_repeat,4,0.4,0.1,pme,72,0.4934513632463158
standardized_exclusion_repeat,4,0.4,0.1,total,72,4.84392024226331
standardized_exclusion_repeat,4,0.4,0.1,van_der_waals,72,5.527886901879639
standardized_exclusion_repeat,4,0.4,0.1,van_der_waals_softcore,72,1.9372583374022925
standardized_exclusion_repeat,4,0.4,0.5,coulomb,72,4.837480599683397
standardized_exclusion_repeat,4,0.4,0.5,coulomb_softcore,72,2.836638653447873
standardized_exclusion_repeat,4,0.4,0.5,long_range_correction,72,0.06344893595887513
standardized_exclusion_repeat,4,0.4,0.5,pme,72,0.1882684405555433
standardized_exclusion_repeat,4,0.4,0.5,total,72,2.936920233186841
standardized_exclusion_repeat,4,0.4,0.5,van_der_waals,72,4.314256851782755
standardized_exclusion_repeat,4,0.4,0.5,van_der_waals_softcore,72,1.0246325935330196
standardized_exclusion_repeat,4,0.4,0.9,coulomb,72,5.502502750779649
standardized_exclusion_repeat,4,0.4,0.9,coulomb_softcore,72,1.0604624047044244
standardized_exclusion_repeat,4,0.4,0.9,long_range_correction,72,0.012647527436800405
standardized_exclusion_repeat,4,0.4,0.9,pme,72,0.030783330009616347
standardized_exclusion_repeat,4,0.4,0.9,total,72,5.07687014076931
standardized_exclusion_repeat,4,0.4,0.9,van_der_waals,72,1.5628232173911532
standardized_exclusion_repeat,4,0.4,0.9,van_der_waals_softcore,72,0.13200906010083083
standardized_exclusion_repeat,4,0.7,0.1,coulomb,72,5.082473837893023
standardized_exclusion_repeat,4,0.7,0.1,coulomb_softcore,72,3.5037861700697195
standardized_exclusion_repeat,4,0.7,0.1,long_range_correction,72,0.11311410048431379
standardized_exclusion_repeat,4,0.7,0.1,pme,72,0.500084719003156
standardized_exclusion_repeat,4,0.7,0.1,total,72,4.739920834547441
standardized_exclusion_repeat,4,0.7,0.1,van_der_waals,72,5.329077170021519
standardized_exclusion_repeat,4,0.7,0.1,van_der_waals_softcore,72,1.8652888861342396
standardized_exclusion_repeat,4,0.7,0.5,coulomb,72,4.688985599841263
standardized_exclusion_repeat,4,0.7,0.5,coulomb_softcore,72,2.6606896415922687
standardized_exclusion_repeat,4,0.7,0.5,long_range_correction,72,0.06388582646284774
standardized_exclusion_repeat,4,0.7,0.5,pme,72,0.17283891227181322
standardized_exclusion_repeat,4,0.7,0.5,total,72,2.5392528344150618
standardized_exclusion_repeat,4,0.7,0.5,van_der_waals,72,4.208465114490092
standardized_exclusion_repeat,4,0.7,0.5,van_der_waals_softcore,72,0.9885316090594016
standardized_exclusion_repeat,4,0.7,0.9,coulomb,72,4.578024745883777
standardized_exclusion_repeat,4,0.7,0.9,coulomb_softcore,72,0.8524537138420835
standardized_exclusion_repeat,4,0.7,0.9,long_range_correction,72,0.012747366292046022
standardized_exclusion_repeat,4,0.7,0.9,pme,72,0.02544758004353047
standardized_exclusion_repeat,4,0.7,0.9,total,72,4.112489751859415
standardized_exclusion_repeat,4,0.7,0.9,van_der_waals,72,1.3677786835905719
standardized_exclusion_repeat,4,0.7,0.9,van_der_waals_softcore,72,0.11127423845377887
standardized_exclusion_repeat,4,1.0,0.1,coulomb,72,4.973140346616797
standardized_exclusion_repeat,4,1.0,0.1,coulomb_softcore,72,3.300281938580654
standardized_exclusion_repeat,4,1.0,0.1,long_range_correction,72,0.1101402992276807
standardized_exclusion_repeat,4,1.0,0.1,pme,72,0.5141800057900301
standardized_exclusion_repeat,4,1.0,0.1,total,72,4.96606106032449
standardized_exclusion_repeat,4,1.0,0.1,van_der_waals,72,4.976391745652993
standardized_exclusion_repeat,4,1.0,0.1,van_der_waals_softcore,72,1.7971940749625577
standardized_exclusion_repeat,4,1.0,0.5,coulomb,72,4.441366970841725
standardized_exclusion_repeat,4,1.0,0.5,coulomb_softcore,72,2.4772529004661505
standardized_exclusion_repeat,4,1.0,0.5,long_range_correction,72,0.06177512596905567
standardized_exclusion_repeat,4,1.0,0.5,pme,72,0.16871916383504823
standardized_exclusion_repeat,4,1.0,0.5,total,72,2.379164693780927
standardized_exclusion_repeat,4,1.0,0.5,van_der_waals,72,4.039377641292818
standardized_exclusion_repeat,4,1.0,0.5,van_der_waals_softcore,72,0.9239243789313313
standardized_exclusion_repeat,4,1.0,0.9,coulomb,72,4.126081943642292
standardized_exclusion_repeat,4,1.0,0.9,coulomb_softcore,72,0.7581550649046138
standardized_exclusion_repeat,4,1.0,0.9,long_range_correction,72,0.012467173026301515
standardized_exclusion_repeat,4,1.0,0.9,pme,72,0.023336172398413863
standardized_exclusion_repeat,4,1.0,0.9,total,72,3.618589524301631
standardized_exclusion_repeat,4,1.0,0.9,van_der_waals,72,1.31020675631959
standardized_exclusion_repeat,4,1.0,0.9,van_der_waals_softcore,72,0.10252595184737025
