partition,repeat,split_seed,method,lambda_subset,response_scope,trajectory_fraction,shuffle_seed,mae,rmse,median_absolute_error,fraction_with_absolute_error_below_0p2,n
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.7,,0.1930776371053768,0.299730515197892,0.12273970216174424,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1,total,1.0,,0.193089470054267,0.299954937499476,0.12314645179676154,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1,total,1.0,,0.19330238634953867,0.30061028383251326,0.12201308546808964,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1,total,1.0,,0.19316111094355592,0.30038662138152517,0.12176836534376934,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p5,total,1.0,,0.19398758572219543,0.30123682051047296,0.1260868000002131,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p5,total,1.0,,0.19560721396980918,0.30083522454027184,0.12663822316176887,0.6805555555555556,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p5,total,1.0,,0.193078232449659,0.2994422877031929,0.12417073546683755,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p9,total,1.0,,0.1937066608392429,0.30018383390785247,0.12123946612139025,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p9,total,1.0,,0.19298219463554164,0.2996522564550739,0.12431928263113723,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p9,total,1.0,,0.1924080198026608,0.29785914573543687,0.12555172669105152,0.7222222222222222,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5,total,1.0,,0.1932138099266494,0.30004184672988554,0.11895619736525531,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5,total,1.0,,0.19360436196968792,0.3006509408422402,0.12194954229001798,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5,total,1.0,,0.19352045444174357,0.30066548628129136,0.12219673055347524,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p9,total,1.0,,0.19302549279556322,0.2998936389209147,0.12076461341758571,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p9,total,1.0,,0.19359606814311153,0.30107159596263433,0.12222775722209955,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p9,total,1.0,,0.1930458906498092,0.29997062373102235,0.12153655640103211,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p5_0p9,total,1.0,,0.19268605463125094,0.29926842369619266,0.1184034557962208,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p5_0p9,total,1.0,,0.1933001955289907,0.29970322166475155,0.12353020686500438,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p5_0p9,total,1.0,,0.1931285741102279,0.29916709557781723,0.12350093954795371,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5_0p9,total,1.0,,0.19307960766235935,0.30000562535451186,0.11916441779966869,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5_0p9,total,1.0,,0.19388290524228075,0.30110222578631773,0.12216336890114521,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,1.0,,0.19337112997198502,0.300250636188224,0.12202817984800374,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1,components,1.0,,0.2074893486700033,0.30860235357202603,0.14577016854125513,0.6388888888888888,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1,components,1.0,,0.202806967381296,0.30654158402076626,0.12867272994337542,0.6666666666666666,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1,components,1.0,,0.19320032932845227,0.29485407559835414,0.11984843472502604,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p5,components,1.0,,0.21025844712857658,0.313279259865273,0.1383518977450537,0.6527777777777778,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p5,components,1.0,,0.20788312913465523,0.31274950079065733,0.1276274766867047,0.6527777777777778,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p5,components,1.0,,0.19446922111057646,0.30219749579452,0.12448073422948691,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p9,components,1.0,,0.1927236961644376,0.29954056757536673,0.1178373486909372,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p9,components,1.0,,0.19532274108683936,0.30174280816062377,0.12332449550704583,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p9,components,1.0,,0.19287364946124314,0.29923526650985344,0.12693408223189095,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5,components,1.0,,0.2083714600398909,0.3099040085193313,0.14402718989660013,0.625,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5,components,1.0,,0.20659138404926106,0.3116099330167975,0.13534678826658858,0.6666666666666666,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5,components,1.0,,0.19755221601826636,0.30309103804146525,0.12543808367474552,0.7222222222222222,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p9,components,1.0,,0.20920592591571655,0.31108211349169734,0.1485100661462424,0.625,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p9,components,1.0,,0.19979803636764368,0.3073209444356712,0.12581766466223188,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p9,components,1.0,,0.19656276051523192,0.30009949114257334,0.12576109255312762,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p5_0p9,components,1.0,,0.20281086395744133,0.30764245458923717,0.1373585098431752,0.625,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p5_0p9,components,1.0,,0.20649112349394225,0.3148894665084198,0.1261688759137184,0.6527777777777778,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p5_0p9,components,1.0,,0.19420362404867597,0.3019470471250262,0.1268272171680429,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-B_predicted_response,0p1_0p5_0p9,components,1.0,,0.20048518119653747,0.30630887134477847,0.13382930969156093,0.6666666666666666,72
standardized_exclusion_repeat,1,271828.0,P1-C_actual_response,0p1_0p5_0p9,components,1.0,,0.20688446426064294,0.31298600292655027,0.12951898964228686,0.6527777777777778,72
standardized_exclusion_repeat,1,271828.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,components,1.0,,0.20054423255735665,0.30457296756317814,0.13016806134331693,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88001.0,0.19255277603764462,0.298083912236826,0.11821933696692266,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88002.0,0.19434032757701208,0.29964056006404677,0.12636636500187692,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88003.0,0.19290449675392007,0.29914064547412894,0.1291603549157042,0.7083333333333334,72
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88004.0,0.19581294443268596,0.30186299287284096,0.12978897573660575,0.6805555555555556,72
standardized_exclusion_repeat,1,271828.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88005.0,0.1921844523014233,0.29769018392085583,0.11026486620692322,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p1,total,1.0,,0.19448041212898237,0.30314102457834974,0.11751326574398924,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p1,total,1.0,,0.19326653545029068,0.30063669885726846,0.11837360403184083,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p5,total,1.0,,0.1937386833523051,0.29977169651816443,0.12396472205595943,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p5,total,1.0,,0.193319615326066,0.29991227597242287,0.11989535906796434,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p9,total,1.0,,0.19348932314525763,0.3002666356579727,0.12376925240117964,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p9,total,1.0,,0.19354166338168202,0.30064647920217324,0.119294436107797,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p1_0p5,total,1.0,,0.19419914931525348,0.30125586405848276,0.1233600643552537,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p1_0p5,total,1.0,,0.19340638901240498,0.30028120697932736,0.1194054427463247,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p1_0p9,total,1.0,,0.19416638764553748,0.30227840793918637,0.12024965880330374,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p1_0p9,total,1.0,,0.1938691314970088,0.3015461386800317,0.11916965411506308,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p5_0p9,total,1.0,,0.19363387699469733,0.3000769119584031,0.12468916821062836,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p5_0p9,total,1.0,,0.1936601534698728,0.3004251596328797,0.1227153032189725,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_generic_posterior,0p1_0p5_0p9,total,1.0,,0.19394683524149336,0.3011728205358354,0.1225169765194204,0.6944444444444444,72
standardized_exclusion_repeat,1,271828.0,P1-F_solvai_conditioned_posterior,0p1_0p5_0p9,total,1.0,,0.19382921029079386,0.3009909395926482,0.1222827743285424,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-0_structure_only,none,none,0.0,,0.3012808008861207,0.5843313694837918,0.1805241667768963,0.5138888888888888,72
standardized_exclusion_repeat,2,161803.0,P1-A_frozen_solvai,none,none,0.0,,0.18913292636378115,0.2935897646732404,0.10928028439153353,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.1,,0.19026017263867592,0.2979359134257424,0.10990004111707474,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,0.1,,0.19688402061110696,0.3027333543447991,0.11958474727094925,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.1,,0.1934469391146481,0.30158380462405215,0.11943747406514216,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.2,,0.1925932233210161,0.2961299838852445,0.11825204309513937,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,0.2,,0.194594444849893,0.2976379330263024,0.1216201845649778,0.6666666666666666,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.2,,0.19495492318984717,0.2993771721313308,0.12559255944114142,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.4,,0.19260035546476248,0.29598344173394564,0.11759246846365423,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,0.4,,0.19764340990313328,0.3006168403783507,0.12316938920443801,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.4,,0.1950258936749697,0.2975032289087311,0.1196082582964085,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.7,,0.19634273162854202,0.300511030819074,0.12320549669867331,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,0.7,,0.19823535198949874,0.3020374603115001,0.1240791025339279,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.7,,0.19569683875302488,0.3013525224470499,0.12169518097157128,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1,total,1.0,,0.19247985899914205,0.2958740912209816,0.1195532112003086,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1,total,1.0,,0.19277566747268784,0.2966209262323384,0.11955169690532841,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1,total,1.0,,0.19248952307912734,0.2965489419232255,0.11920625372974047,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p5,total,1.0,,0.19962710011936535,0.3028351652675621,0.12219059208268224,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p5,total,1.0,,0.1986877531858805,0.2987472890269471,0.12208010922488022,0.6666666666666666,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p5,total,1.0,,0.19242737577490163,0.2956048862328183,0.11973748885747426,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p9,total,1.0,,0.19725629901350594,0.3008561609708024,0.12161984751533428,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p9,total,1.0,,0.19320782117626822,0.29765919364395976,0.11414536999223257,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p9,total,1.0,,0.193430486113041,0.29428203939112263,0.12446316558171927,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5,total,1.0,,0.20082558119444915,0.30521834810756054,0.12351680362082984,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5,total,1.0,,0.19796368495275318,0.30196684189367556,0.12130941240382032,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5,total,1.0,,0.19255769416457624,0.2965641487817824,0.11904752017600329,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p9,total,1.0,,0.1960505150779746,0.29980312129775016,0.12373207262836133,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p9,total,1.0,,0.19298133494072395,0.2969546530005677,0.11815469296992132,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p9,total,1.0,,0.19347708607619593,0.30076565343290346,0.1200779716167435,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p5_0p9,total,1.0,,0.19466438363263108,0.2970910969790619,0.12020401698638666,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p5_0p9,total,1.0,,0.19488322897304491,0.2974863847530814,0.1182491924238307,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p5_0p9,total,1.0,,0.1959561092013947,0.29558216189862796,0.12430935028265244,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,total,1.0,,0.19654401013668737,0.30034631105362586,0.12631985454379527,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,total,1.0,,0.19303521290843018,0.2968857594930232,0.11815564924803867,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,1.0,,0.19242216885345773,0.29628290349741937,0.11782677897849836,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1,components,1.0,,0.19563111978171935,0.2974083707319467,0.11989250219344105,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1,components,1.0,,0.19209863219815082,0.2947491669053108,0.10834222468301968,0.7361111111111112,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1,components,1.0,,0.1930319284196832,0.29409120256453175,0.11100507422598016,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p5,components,1.0,,0.19750428772237189,0.30000441699458735,0.1181282250046708,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p5,components,1.0,,0.1945635524038388,0.301091247777433,0.11251142539179071,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p5,components,1.0,,0.19320991156097592,0.297903789817738,0.11323466206438387,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p9,components,1.0,,0.1971009810269481,0.3002774073027749,0.11837209691384898,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p9,components,1.0,,0.19340754224141382,0.2971536026166255,0.11305794589137452,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p9,components,1.0,,0.1994661000266853,0.30669146337464087,0.12457175928249886,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5,components,1.0,,0.19280127080562218,0.2949554330422864,0.12288288371188605,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5,components,1.0,,0.1940691778021976,0.298006375003371,0.10426742222469665,0.7361111111111112,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5,components,1.0,,0.19259810326485005,0.29828553663391827,0.10834152609614289,0.7222222222222222,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p9,components,1.0,,0.1960379174420886,0.29826216045434956,0.11979414416252698,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p9,components,1.0,,0.19348247588887219,0.2960895793177925,0.10371332640600617,0.7361111111111112,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p9,components,1.0,,0.19476394282370327,0.2940091238197219,0.11544265386408026,0.6666666666666666,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p5_0p9,components,1.0,,0.1935045393196414,0.2956098527292321,0.12091874825462201,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p5_0p9,components,1.0,,0.19645458143178562,0.30116724876206574,0.10157847774732165,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p5_0p9,components,1.0,,0.1941560755829399,0.2991689882205078,0.11266184874438448,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-B_predicted_response,0p1_0p5_0p9,components,1.0,,0.19338142867041977,0.2951751137939374,0.12527927715018072,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-C_actual_response,0p1_0p5_0p9,components,1.0,,0.1848254289836425,0.2939053607739139,0.09826098315611687,0.75,72
standardized_exclusion_repeat,2,161803.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,components,1.0,,0.19755433821379864,0.29934018565600734,0.11522938971178787,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88001.0,0.19488818917550446,0.29776088297247866,0.12341193503465586,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88002.0,0.19369745098023594,0.29485113997756096,0.12157298416678236,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88003.0,0.19183931138476362,0.29279506684738577,0.12150836872375481,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88004.0,0.19136952610694122,0.29391056588649156,0.11847660082531342,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88005.0,0.19119507057157195,0.2919244759244207,0.1308956724838547,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p1,total,1.0,,0.19366879299731077,0.29812069405777286,0.11956433127891097,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p1,total,1.0,,0.19820912241439714,0.3030853263628824,0.12430711916080006,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p5,total,1.0,,0.20559778375467797,0.3014074578300604,0.1291798227432991,0.6666666666666666,72
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p5,total,1.0,,0.20067116365962512,0.3044772466671604,0.12309168852118724,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p9,total,1.0,,0.1930257375183023,0.2965908009447692,0.1176266200577265,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p9,total,1.0,,0.19262940810072948,0.29608738126939105,0.11683193421733673,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p1_0p5,total,1.0,,0.1951687153520325,0.30057119950726496,0.1220731148083194,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p1_0p5,total,1.0,,0.19847790784300534,0.3021590751947439,0.12451160694646166,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p1_0p9,total,1.0,,0.19326164326916392,0.2975772604819172,0.1183554314815427,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p1_0p9,total,1.0,,0.19286974749916524,0.2966915634781564,0.11637963032553622,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p5_0p9,total,1.0,,0.19470313934574462,0.298440545094148,0.12202745387252834,0.7083333333333334,72
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p5_0p9,total,1.0,,0.19728802984816274,0.3008440753456285,0.12110115759470974,0.6805555555555556,72
standardized_exclusion_repeat,2,161803.0,P1-F_generic_posterior,0p1_0p5_0p9,total,1.0,,0.19304013586241128,0.29694672367820635,0.11811278026878291,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-F_solvai_conditioned_posterior,0p1_0p5_0p9,total,1.0,,0.19800086683412144,0.302586719718463,0.12162270088741711,0.6805555555555556,72
standardized_exclusion_repeat,3,141421.0,P1-0_structure_only,none,none,0.0,,0.30619888652202104,0.5923133543932633,0.16601534391534511,0.5555555555555556,72
standardized_exclusion_repeat,3,141421.0,P1-A_frozen_solvai,none,none,0.0,,0.18399761209398904,0.2932942543747484,0.11436717702822186,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.1,,0.18474267170408099,0.3020900306182612,0.11383180316148755,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,0.1,,0.19443667999177622,0.30078995355627625,0.12816870148587683,0.6666666666666666,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.1,,0.20116933227770015,0.3066820339971168,0.12665407386967353,0.6527777777777778,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.2,,0.18453076897365492,0.30431488863228784,0.11034627466343505,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,0.2,,0.19389151959214435,0.2970112286684797,0.1253522973108247,0.7083333333333334,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.2,,0.18951382943476824,0.2992824412115923,0.12101172235868629,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.4,,0.18837897223382813,0.2988279065247146,0.11850563261945368,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,0.4,,0.18988888618805558,0.29696441943698104,0.12417600610522822,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.4,,0.19015970228960274,0.30047773045446796,0.11856192787649095,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.7,,0.18750395570471845,0.29817139960048733,0.12242899004060642,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,0.7,,0.18785029651585589,0.30024159635862324,0.11784313096038268,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.7,,0.18867746547585343,0.3009348372020131,0.11799766723956245,0.7638888888888888,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1,total,1.0,,0.18853451386649347,0.2993761523377119,0.11680225886937567,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1,total,1.0,,0.18795749130610243,0.30136934651603015,0.11493125074657506,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1,total,1.0,,0.19077143058229687,0.30959242533175374,0.11663468065641702,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p5,total,1.0,,0.1880088571843259,0.2985224560862763,0.1214620581551609,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p5,total,1.0,,0.1881672471345436,0.29802094350067493,0.12116330736081476,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p5,total,1.0,,0.18839993763733162,0.2981563467582325,0.11716594390452534,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p9,total,1.0,,0.18638519048036725,0.2966146116584701,0.12551907606910662,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p9,total,1.0,,0.18778846006986075,0.29838988686074525,0.12079853539403096,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p9,total,1.0,,0.18872272271588594,0.29696631424402115,0.11904425541601299,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5,total,1.0,,0.18750052384062135,0.2980132145910959,0.12172147399837935,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5,total,1.0,,0.18895013311039627,0.3055425589943476,0.11630305576901001,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5,total,1.0,,0.1913534578182263,0.3097695237650157,0.11693998887385676,0.7638888888888888,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p9,total,1.0,,0.1879119221837468,0.30481307953043296,0.11410680690561958,0.75,72
