partition,repeat,split_seed,method,shuffle_seed,mae_difference_vs_structure,ci_low_95,ci_high_95,probability_lower_error,fraction_molecules_improved,material,outcome
primary,-1,,B_empirical_residual,,-0.06063696875194541,-0.10855435522143128,-0.021779184001711888,0.9998,0.6352941176470588,True,positive
primary,-1,,C_computation_core,,-0.0500857321324822,-0.14259950587353326,0.03015228936884111,0.87976,0.611764705882353,True,neutral
primary,-1,,D_smd_water,,-0.058981080705986164,-0.13644481511580517,-0.0031648728201847834,0.98283,0.4823529411764706,True,positive
primary,-1,,E_confsolv,,-0.008097103280941938,-0.01915139561890489,0.0018984048852967923,0.94086,0.5294117647058824,False,neutral
primary,-1,,F_full_solvai,,-0.10742995352474309,-0.2208603917704768,-0.027178560817706646,0.99832,0.6352941176470588,True,positive
primary,-1,,G_narrow_reference,,-0.08929399539890003,-0.1845426052507395,-0.011743236443743586,0.98893,0.6823529411764706,True,positive
primary,-1,,H_narrow_smd_reference,,-0.10345994515509886,-0.21809904056819862,-0.02177652855178134,0.99696,0.6470588235294118,True,positive
