campaign,role,molecule_name,molecule_id,canonical_smiles,functional_group_family,lambda,ti_point,existing_observation,case_directory,config,config_sha256,energy_file,production_ps,beads
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.0,0,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p00,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p00/conf.xml,38e3be930e6c300d7a97e41f284595914427fb368e2f06faf313bacc5279323b,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p00/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.05,1,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p05,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p05/conf.xml,996f0825da58c1231aa2032d38042adc92e8ab560fb2e513160cbd3ca4a06bb8,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p05/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.1,2,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/octanol,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/octanol/conf.xml,cfb387b8511a0afb747c2e086afbc824e87411d7690ec8336a47c6dca9626775,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/octanol/output/Task5_MD_Transition_LIGAnnihilation_2__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.2,3,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p20,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p20/conf.xml,488ed8aa1d1fbad1a2c5f643ca0506347c5f913d62dcefe832ad22153d01974b,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p20/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.3,4,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p30,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p30/conf.xml,312924645d90ccf083055cda9915c133252777dbb42f38de00b892875433a641,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p30/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.4,5,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p40,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p40/conf.xml,2702786e160edf1ebd6b8ab2255bedfd539bf79c7d8ae7b2d14c4133d3abc08b,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p40/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.5,6,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/octanol,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/octanol/conf.xml,221656236b5f5e36d84133087f6ccf2fe9565769fa11a6d6b63c52c882e82af6,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/octanol/output/Task5_MD_Transition_LIGAnnihilation_6__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.6,7,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p60,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p60/conf.xml,4e5ab9ab3e734300d18d5e67c75e0688495da0cea91b1eaa7c3a85def2f20c52,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p60/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.7,8,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p70,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p70/conf.xml,dd7251a399dcd0d6deabf4c544abc6167dfdfc6c5bcccf63f8e1c75d135aea76,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p70/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.75,9,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p75,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p75/conf.xml,a298bdd4697892a72b58fad8608921849b21005ef7af79300952984d5ed0d872,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p75/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.8,10,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p80,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p80/conf.xml,7c067ff37784634734799d55e61ff6d0dae496e8eae3f7822114f9c3ebcf687b,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p80/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.85,11,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p85,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p85/conf.xml,aec6c13a872cca245eef96dfd43a2383c5b73dd0fa694ab4c86e84f1eec455a6,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p85/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.9,12,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/octanol,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/octanol/conf.xml,7a78226f737f50008f7637de5571d44eeb65dc5c57d4cffe45fa03211b5994d5,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/octanol/output/Task5_MD_Transition_LIGAnnihilation_12__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,0.95,13,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p95,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p95/conf.xml,ccf79191771112d0ca94dc416931e1143c4d3834bfce1a3b53bb9ff836e9eb42,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_0p95/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,Alcohols,1.0,14,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_1p00,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_1p00/conf.xml,9f42d35ff2e1ace2f6038081478b7b6712711eae073be1bd46e9ae6c7ab29ebc,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octanol/lambda_1p00/output/PENDING_SYSTEM.ene,5.0,2
