campaign,role,molecule_name,molecule_id,canonical_smiles,functional_group_family,lambda,ti_point,existing_observation,case_directory,config,config_sha256,energy_file,production_ps,beads
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.3,4,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p30,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p30/conf.xml,b27357ec3270aaf70cac42544a23c3ea7729343585288c6219cd1159c4fc1c1e,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p30/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.4,5,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p40,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p40/conf.xml,2fcd0ff9c9d55fda6b34f733d555ad41f5e4d2aa2a9d0da7a524d9bc86398f0f,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p40/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.5,6,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/dimethylether,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/dimethylether/conf.xml,48825f8cdf67f440e4939f6ef13dad280f1efcbbfb37bab8c090183ca68392a1,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/dimethylether/output/Task5_MD_Transition_LIGAnnihilation_6__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.6,7,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p60,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p60/conf.xml,8cf18aa4417fe8b7199adfd2e80f74d423a88c5e9436b864da124c4e1e2cb853,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p60/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.7,8,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p70,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p70/conf.xml,588ee4fbcf6eddce9b7fd9d0fa8811db3b3ce399275c815b76b9173aaa3bd428,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p70/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.75,9,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p75,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p75/conf.xml,85d4ba48e1717f382c35eb6bc6a0887ec56f86fe59e85320fc8405e6249c9a9f,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p75/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.8,10,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p80,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p80/conf.xml,0a08c59d963ce5c2796f365f70d46a51187b5aa32e3c8e8a7444d2e61fbb2176,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p80/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.85,11,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p85,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p85/conf.xml,0f79e9bde21f703c57f6269f275ee78f2018d2026cfb877afbd2f6aef2953c9f,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p85/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.9,12,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/dimethylether,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/dimethylether/conf.xml,34e909b00d72d2617399a2492a137bfd5e422388b18ba8aa1d0f4e6c1ade5d61,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/dimethylether/output/Task5_MD_Transition_LIGAnnihilation_12__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,0.95,13,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p95,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p95/conf.xml,12de6271ae5024743567e953e6b6b7c809f9b8c0a96cefab7e7bc550a4d15be4,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_0p95/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,DiMethylEther,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,Ethers,1.0,14,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_1p00,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_1p00/conf.xml,a1b56453799235d74ddb131a481ddf6864489d65296c2aec07fe82f805e308fa,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/dimethylether/lambda_1p00/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.0,0,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p00,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p00/conf.xml,a370563d92e68068b1a9d6611a2ee55081c32d3eefb404a6adae757925f176dc,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p00/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.05,1,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p05,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p05/conf.xml,4173404f03009572b79a1e7ad54cfd129032dffdf6540cce7c58d3f59534a8eb,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p05/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.1,2,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/ethylacetate,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/ethylacetate/conf.xml,44096d871eea3d3f034cba9ff5b2f40d1756aa851705d2f7caa6eac62e206b16,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/ethylacetate/output/Task5_MD_Transition_LIGAnnihilation_2__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.2,3,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p20,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p20/conf.xml,4c2eccd47a6d988363bc2e10d99e544ba98e8cf84e1c1349e5c821b6d527172d,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p20/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.3,4,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p30,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p30/conf.xml,5d997c32d8ebe9146856ae52a598bb42d2496a1bd89cd4a82eaa11984e71e428,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p30/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.4,5,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p40,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p40/conf.xml,7feb8b2d5696fd242ad86c6ffb5898831894107e2011bd829ee4860e8e52315b,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p40/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.5,6,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/ethylacetate,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/ethylacetate/conf.xml,561f8c557ed6a30ecbd7ea425dc65c57661b28ae5ae2aeb30cd811c11c6d536f,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/ethylacetate/output/Task5_MD_Transition_LIGAnnihilation_6__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.6,7,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p60,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p60/conf.xml,f0eaedcd190e4ccd2311dd8a7f58e42353b633ebc083a9ad03b3fc0a97f73dfe,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p60/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.7,8,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p70,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p70/conf.xml,2607c64d8f3a054c5d333f42775e93a84a4b8f63d3e8f5e503cdb50e831898b8,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p70/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.75,9,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p75,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p75/conf.xml,b8ecca9dac53d01948ee6159b509a3c990bc4b9df1abd8d4fff3b9c84c836c75,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p75/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.8,10,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p80,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p80/conf.xml,e7bd046b9fe983f99a11aa3181bc7a99c8c9a455c94dd88ed11e315edd9183fb,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p80/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.85,11,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p85,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p85/conf.xml,33df542d6f2366cfbefbcc4044cad89079f913bb3a09e0dbf97e17bff85524c1,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p85/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.9,12,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/ethylacetate,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/ethylacetate/conf.xml,6615075d5a8a7d07ebf74dd6726c994206c98f58590312d026a283c6acf2917c,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/ethylacetate/output/Task5_MD_Transition_LIGAnnihilation_12__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,0.95,13,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p95,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p95/conf.xml,460b24c3c4f1c81b927c640d27e5b261201e928976e98fa34d4c2b3ab48d6eca,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_0p95/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,EthylAcetate,XEKOWRVHYACXOJ-UHFFFAOYSA-N,CCOC(C)=O,Esters,1.0,14,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_1p00,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_1p00/conf.xml,f45d7384f2850428ae2e7a37f6c7864420c795b1cdd6cbe1fa295c432045ef43,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/ethylacetate/lambda_1p00/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.0,0,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p00,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p00/conf.xml,fd1ad106663bafe3849ce5cf3a35daced4efda56b0241cd9e91d6a2431c2fa25,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p00/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.05,1,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p05,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p05/conf.xml,533e072ee3be6345e0c911f6d314d1629377b20deee5aa41832ce196a8dac277,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p05/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.1,2,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/octane,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/octane/conf.xml,196c9c047975e6f78ad5b76b9e1c204064b8c474aef40c7131f7a181a5404aa6,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda01_5ps/octane/output/Task5_MD_Transition_LIGAnnihilation_2__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.2,3,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p20,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p20/conf.xml,97858c40faa5b3b9a90303649c123bdaea09ae37370efe64b55fef7a3ae00f28,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p20/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.3,4,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p30,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p30/conf.xml,033373bf4ed1a662e1622eca6932ee08068f6a4b473c199bae0a826378762012,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p30/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.4,5,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p40,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p40/conf.xml,36c0951cc286d7f7a637657ac0a51ea10619fae76a35a73558c7408ae95091b0,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p40/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.5,6,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/octane,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/octane/conf.xml,b73623a52d54330b53058beccb4f1b7cc6964d377af2e18efe2713a5dcd23714,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda05_5ps/octane/output/Task5_MD_Transition_LIGAnnihilation_6__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.6,7,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p60,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p60/conf.xml,48c6656a147520c9bd4e9a1c99c256b08cf5b87def09dafe9aa3aea64c3dc675,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p60/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.7,8,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p70,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p70/conf.xml,b98aff793eec7e06c0ae04dc2cb33218c2752b83e9250d58ba006372634ff4bc,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p70/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.75,9,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p75,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p75/conf.xml,6586d9f54bbb8933024fef20b0072ea1542d97129fa0066484a2c260c53cd5b9,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p75/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.8,10,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p80,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p80/conf.xml,6a9c2ab073f613732e5efaec0a696bd618843221432be5a31d11e0919a3ebb34,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p80/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.85,11,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p85,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p85/conf.xml,c95d6fbb9280f576e707da91a3c840a2d98761f5e425a3fbe7d2172f82c02041,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p85/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.9,12,True,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/octane,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/octane/conf.xml,28513402ae596aed83298bbf0cb2dff3d8951165040f5e1c44c7806d0dd35466,/home/galoren/Freecurve_AI_Solvation/results/physics_probes/pimd2_lambda09_5ps/octane/output/Task5_MD_Transition_LIGAnnihilation_12__SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,0.95,13,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p95,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p95/conf.xml,bdf60543806dd0a5399baaad1d00c38142f0bf2299a946cde1e3cdbafe4ba275,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_0p95/output/PENDING_SYSTEM.ene,5.0,2
AS-P2-DENSE-PIMD2-001,prospective,Octane,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,Alkanes,1.0,14,False,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_1p00,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_1p00/conf.xml,18dd69747d6354d9171c966ef4e429e1930e608e3972a639731629cf47c79b51,/home/galoren/Freecurve_AI_Solvation/release/SolvAI/active_solvai/simulations/dense_pimd2/prospective/octane/lambda_1p00/output/PENDING_SYSTEM.ene,5.0,2
