molecule_name,method,total_windows,half_width_90_kcal_mol
Cyclohexane,fixed_solvai_bq,3,3.70323172243337
Cyclohexane,fixed_solvai_bq,4,3.6891397534769337
Cyclohexane,fixed_solvai_bq,5,3.6587295617095568
Cyclohexane,fixed_solvai_bq,6,3.0054598629148406
Cyclohexane,fixed_solvai_bq,7,2.5508180046131437
Cyclohexane,fixed_solvai_bq,8,2.550180032848098
Cyclohexane,fixed_solvai_bq,9,2.5285919322707673
Cyclohexane,fixed_solvai_bq,10,2.442137442919821
Cyclohexane,fixed_solvai_bq,11,2.375893346124376
Cyclohexane,fixed_solvai_bq,12,2.2320175458293616
Cyclohexane,fixed_solvai_bq,13,2.0104846607959046
Cyclohexane,fixed_solvai_bq,14,1.8613056059008763
Cyclohexane,fixed_solvai_bq,15,1.8187028126902474
Cyclohexane,uniform_solvai_bq,3,3.70323172243337
Cyclohexane,uniform_solvai_bq,4,3.0640125132727554
Cyclohexane,uniform_solvai_bq,5,2.622441887618875
Cyclohexane,uniform_solvai_bq,6,2.597160213467735
Cyclohexane,uniform_solvai_bq,7,2.5142431191876176
Cyclohexane,uniform_solvai_bq,8,2.450456746588403
Cyclohexane,uniform_solvai_bq,9,2.3106016812063874
Cyclohexane,uniform_solvai_bq,10,2.1197056960166405
Cyclohexane,uniform_solvai_bq,11,2.044838145021598
Cyclohexane,uniform_solvai_bq,12,1.9015204362178793
Cyclohexane,uniform_solvai_bq,13,1.898418523440104
Cyclohexane,uniform_solvai_bq,14,1.8508781811720934
Cyclohexane,uniform_solvai_bq,15,1.8187028126902476
Cyclohexane,curvature_solvai_bq,3,3.70323172243337
Cyclohexane,curvature_solvai_bq,4,3.348254525860996
Cyclohexane,curvature_solvai_bq,5,2.622441887618875
Cyclohexane,curvature_solvai_bq,6,2.4643348506980924
Cyclohexane,curvature_solvai_bq,7,2.338032450637227
Cyclohexane,curvature_solvai_bq,8,2.267516243548036
Cyclohexane,curvature_solvai_bq,9,2.1749228836035197
Cyclohexane,curvature_solvai_bq,10,2.1197056960166405
Cyclohexane,curvature_solvai_bq,11,1.984245526870685
Cyclohexane,curvature_solvai_bq,12,1.9015204362178788
Cyclohexane,curvature_solvai_bq,13,1.8540598580256442
Cyclohexane,curvature_solvai_bq,14,1.850878181172093
Cyclohexane,curvature_solvai_bq,15,1.8187028126902474
Cyclohexane,generic_bq,3,3.9106504068589847
Cyclohexane,generic_bq,4,3.2192593268673146
Cyclohexane,generic_bq,5,2.1138852360879445
Cyclohexane,generic_bq,6,1.9291942756243343
Cyclohexane,generic_bq,7,1.77477885152785
Cyclohexane,generic_bq,8,1.630268807241772
Cyclohexane,generic_bq,9,1.4557968687719762
Cyclohexane,generic_bq,10,1.3425026633583277
Cyclohexane,generic_bq,11,1.210180579983157
Cyclohexane,generic_bq,12,1.1678511159335572
Cyclohexane,generic_bq,13,1.062424281619692
Cyclohexane,generic_bq,14,1.0439767301062326
Cyclohexane,generic_bq,15,1.0330514114489182
Cyclohexane,active_solvai_bq,3,3.70323172243337
Cyclohexane,active_solvai_bq,4,3.348254525860996
Cyclohexane,active_solvai_bq,5,2.622441887618875
Cyclohexane,active_solvai_bq,6,2.5347577393624827
Cyclohexane,active_solvai_bq,7,2.4919212617773545
Cyclohexane,active_solvai_bq,8,2.4060791495468465
Cyclohexane,active_solvai_bq,9,2.260295448247897
Cyclohexane,active_solvai_bq,10,2.1815130158800153
Cyclohexane,active_solvai_bq,11,2.137938351639233
Cyclohexane,active_solvai_bq,12,1.9771122660796414
Cyclohexane,active_solvai_bq,13,1.8396770531289153
Cyclohexane,active_solvai_bq,14,1.8231024866472365
Cyclohexane,active_solvai_bq,15,1.8187028126902474
Cyclohexane,oracle_non_deployable,3,3.70323172243337
Cyclohexane,oracle_non_deployable,4,3.4293564776330125
Cyclohexane,oracle_non_deployable,5,3.38124489832328
Cyclohexane,oracle_non_deployable,6,3.156076661347181
Cyclohexane,oracle_non_deployable,7,3.1494431474929345
Cyclohexane,oracle_non_deployable,8,2.7110915961959856
Cyclohexane,oracle_non_deployable,9,2.4872337154171835
Cyclohexane,oracle_non_deployable,10,2.2351337209091047
Cyclohexane,oracle_non_deployable,11,2.2024286958968333
Cyclohexane,oracle_non_deployable,12,2.1007532698748017
Cyclohexane,oracle_non_deployable,13,1.9890772983481142
Cyclohexane,oracle_non_deployable,14,1.823102486647236
Cyclohexane,oracle_non_deployable,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.6604200815152224
Cyclohexane,random_solvai_bq,5,3.6571118115717693
Cyclohexane,random_solvai_bq,6,3.297255539265273
Cyclohexane,random_solvai_bq,7,2.937145505515322
Cyclohexane,random_solvai_bq,8,2.7830422453761274
Cyclohexane,random_solvai_bq,9,2.483347616167998
Cyclohexane,random_solvai_bq,10,2.3364548610677778
Cyclohexane,random_solvai_bq,11,2.275792147049451
Cyclohexane,random_solvai_bq,12,2.203734452231013
Cyclohexane,random_solvai_bq,13,1.8396770531289148
Cyclohexane,random_solvai_bq,14,1.823102486647236
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.6891397534769337
Cyclohexane,random_solvai_bq,5,3.6045512459689477
Cyclohexane,random_solvai_bq,6,3.5588785116624644
Cyclohexane,random_solvai_bq,7,3.3910728007931352
Cyclohexane,random_solvai_bq,8,3.3885381872851275
Cyclohexane,random_solvai_bq,9,3.1222904904457067
Cyclohexane,random_solvai_bq,10,2.7470592395282845
Cyclohexane,random_solvai_bq,11,2.6240678277894127
Cyclohexane,random_solvai_bq,12,2.0674741325357973
Cyclohexane,random_solvai_bq,13,1.9616996318735245
Cyclohexane,random_solvai_bq,14,1.9568027480260164
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.6189726103037647
Cyclohexane,random_solvai_bq,5,3.322237388548875
Cyclohexane,random_solvai_bq,6,3.095024231342338
Cyclohexane,random_solvai_bq,7,2.5511546731138455
Cyclohexane,random_solvai_bq,8,2.333136285422091
Cyclohexane,random_solvai_bq,9,2.26459049598083
Cyclohexane,random_solvai_bq,10,2.2413860585843026
Cyclohexane,random_solvai_bq,11,2.076315749478552
Cyclohexane,random_solvai_bq,12,1.9697789177888794
Cyclohexane,random_solvai_bq,13,1.8858896682027422
Cyclohexane,random_solvai_bq,14,1.8353171097453775
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.6891397534769337
Cyclohexane,random_solvai_bq,5,3.526660328286172
Cyclohexane,random_solvai_bq,6,3.2530290731879377
Cyclohexane,random_solvai_bq,7,3.216397162533646
Cyclohexane,random_solvai_bq,8,3.1995015486113503
Cyclohexane,random_solvai_bq,9,3.02830063224065
Cyclohexane,random_solvai_bq,10,2.9803977200818546
Cyclohexane,random_solvai_bq,11,2.925914195911961
Cyclohexane,random_solvai_bq,12,2.6179810769418834
Cyclohexane,random_solvai_bq,13,1.964345647508524
Cyclohexane,random_solvai_bq,14,1.9632953920691936
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.0640125132727554
Cyclohexane,random_solvai_bq,5,2.961621873783676
Cyclohexane,random_solvai_bq,6,2.927811427001628
Cyclohexane,random_solvai_bq,7,2.8796847067580895
Cyclohexane,random_solvai_bq,8,2.8061443453355333
Cyclohexane,random_solvai_bq,9,2.7726988243199595
Cyclohexane,random_solvai_bq,10,2.3633268638058698
Cyclohexane,random_solvai_bq,11,2.1231413353226154
Cyclohexane,random_solvai_bq,12,1.948403207919237
Cyclohexane,random_solvai_bq,13,1.932761144292725
Cyclohexane,random_solvai_bq,14,1.8508781811720934
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.0640125132727554
Cyclohexane,random_solvai_bq,5,3.0121292955538506
Cyclohexane,random_solvai_bq,6,2.905861468244291
Cyclohexane,random_solvai_bq,7,2.8713945879860097
Cyclohexane,random_solvai_bq,8,2.848756616582336
Cyclohexane,random_solvai_bq,9,2.755158882830178
Cyclohexane,random_solvai_bq,10,2.751203620941801
Cyclohexane,random_solvai_bq,11,2.4894023984766953
Cyclohexane,random_solvai_bq,12,2.487022691259399
Cyclohexane,random_solvai_bq,13,2.0838618032341847
Cyclohexane,random_solvai_bq,14,1.9055552774136215
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.6189726103037647
Cyclohexane,random_solvai_bq,5,3.6045512459689477
Cyclohexane,random_solvai_bq,6,3.602166901299496
Cyclohexane,random_solvai_bq,7,3.556463546948744
Cyclohexane,random_solvai_bq,8,2.882505027022629
Cyclohexane,random_solvai_bq,9,2.848055271888327
Cyclohexane,random_solvai_bq,10,2.442366774747546
Cyclohexane,random_solvai_bq,11,2.3614162943859545
Cyclohexane,random_solvai_bq,12,2.2458527411324773
Cyclohexane,random_solvai_bq,13,2.2421889782488664
Cyclohexane,random_solvai_bq,14,2.002904245279353
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.4293564776330125
Cyclohexane,random_solvai_bq,5,3.3829969003441915
Cyclohexane,random_solvai_bq,6,3.005560939235875
Cyclohexane,random_solvai_bq,7,2.817164559019151
Cyclohexane,random_solvai_bq,8,2.7451577672379837
Cyclohexane,random_solvai_bq,9,2.4879005746126874
Cyclohexane,random_solvai_bq,10,2.156981294956495
Cyclohexane,random_solvai_bq,11,1.9964942067619271
Cyclohexane,random_solvai_bq,12,1.9951895873587377
Cyclohexane,random_solvai_bq,13,1.8775430003830407
Cyclohexane,random_solvai_bq,14,1.8613056059008757
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.0640125132727554
Cyclohexane,random_solvai_bq,5,3.031346504100138
Cyclohexane,random_solvai_bq,6,3.009911784304171
Cyclohexane,random_solvai_bq,7,2.9214820417834604
Cyclohexane,random_solvai_bq,8,2.4736791096957513
Cyclohexane,random_solvai_bq,9,2.377864788747405
Cyclohexane,random_solvai_bq,10,2.3488312465923458
Cyclohexane,random_solvai_bq,11,2.118346765068359
Cyclohexane,random_solvai_bq,12,2.1156211895751165
Cyclohexane,random_solvai_bq,13,2.032508337381382
Cyclohexane,random_solvai_bq,14,2.002904245279353
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.6604200815152224
Cyclohexane,random_solvai_bq,5,3.2966183630053774
Cyclohexane,random_solvai_bq,6,3.2257518113037107
Cyclohexane,random_solvai_bq,7,3.209564102708395
Cyclohexane,random_solvai_bq,8,3.125041043504091
Cyclohexane,random_solvai_bq,9,2.9828670818945477
Cyclohexane,random_solvai_bq,10,2.6819289993756295
Cyclohexane,random_solvai_bq,11,2.679174806837697
Cyclohexane,random_solvai_bq,12,2.2688038224868867
Cyclohexane,random_solvai_bq,13,2.1962267945159564
Cyclohexane,random_solvai_bq,14,2.1876211693747822
Cyclohexane,random_solvai_bq,15,1.818702812690247
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.5018466855764627
Cyclohexane,random_solvai_bq,5,3.4565418392887315
Cyclohexane,random_solvai_bq,6,3.4413968196941407
Cyclohexane,random_solvai_bq,7,3.0444992958980035
Cyclohexane,random_solvai_bq,8,3.041718957665091
Cyclohexane,random_solvai_bq,9,3.0408894304003815
Cyclohexane,random_solvai_bq,10,2.485884677055759
Cyclohexane,random_solvai_bq,11,2.2629589448018055
Cyclohexane,random_solvai_bq,12,2.1134618384931776
Cyclohexane,random_solvai_bq,13,1.9799170791904113
Cyclohexane,random_solvai_bq,14,1.8613056059008763
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.5018466855764627
Cyclohexane,random_solvai_bq,5,3.4565418392887315
Cyclohexane,random_solvai_bq,6,2.978894482507085
Cyclohexane,random_solvai_bq,7,2.9570795824598153
Cyclohexane,random_solvai_bq,8,2.7170525582156566
Cyclohexane,random_solvai_bq,9,2.6154036216076655
Cyclohexane,random_solvai_bq,10,2.6143317545766944
Cyclohexane,random_solvai_bq,11,2.234657451744067
Cyclohexane,random_solvai_bq,12,2.122181530517287
Cyclohexane,random_solvai_bq,13,1.908645166836066
Cyclohexane,random_solvai_bq,14,1.9055552774136215
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.672938207359475
Cyclohexane,random_solvai_bq,5,3.0273292958576903
Cyclohexane,random_solvai_bq,6,3.0182080582287556
Cyclohexane,random_solvai_bq,7,2.904576725578181
Cyclohexane,random_solvai_bq,8,2.699584150555585
Cyclohexane,random_solvai_bq,9,2.684716364147073
Cyclohexane,random_solvai_bq,10,2.6476502105085484
Cyclohexane,random_solvai_bq,11,2.276657971505818
Cyclohexane,random_solvai_bq,12,2.159925488379798
Cyclohexane,random_solvai_bq,13,2.132091655700059
Cyclohexane,random_solvai_bq,14,1.9632953920691936
Cyclohexane,random_solvai_bq,15,1.8187028126902476
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.0640125132727554
Cyclohexane,random_solvai_bq,5,3.031346504100138
Cyclohexane,random_solvai_bq,6,2.5809617449789544
Cyclohexane,random_solvai_bq,7,2.51358461441455
Cyclohexane,random_solvai_bq,8,2.4200507868749135
Cyclohexane,random_solvai_bq,9,2.41636503746468
Cyclohexane,random_solvai_bq,10,2.327735863625066
Cyclohexane,random_solvai_bq,11,2.134797854681929
Cyclohexane,random_solvai_bq,12,2.0905799763990918
Cyclohexane,random_solvai_bq,13,2.0759955819625238
Cyclohexane,random_solvai_bq,14,1.9055552774136215
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.4293564776330125
Cyclohexane,random_solvai_bq,5,3.057648856992883
Cyclohexane,random_solvai_bq,6,3.005560939235875
Cyclohexane,random_solvai_bq,7,2.817164559019151
Cyclohexane,random_solvai_bq,8,2.7511051224004563
Cyclohexane,random_solvai_bq,9,2.7237050071680016
Cyclohexane,random_solvai_bq,10,2.6596485627766286
Cyclohexane,random_solvai_bq,11,2.1230572791215274
Cyclohexane,random_solvai_bq,12,2.108534037779849
Cyclohexane,random_solvai_bq,13,2.0800148188729937
Cyclohexane,random_solvai_bq,14,1.9315805525649812
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.5413988369526
Cyclohexane,random_solvai_bq,5,3.526660328286172
Cyclohexane,random_solvai_bq,6,3.43904250280834
Cyclohexane,random_solvai_bq,7,3.1805684189611068
Cyclohexane,random_solvai_bq,8,3.049287685708381
Cyclohexane,random_solvai_bq,9,2.9828670818945477
Cyclohexane,random_solvai_bq,10,2.979985305029056
Cyclohexane,random_solvai_bq,11,2.1194146532001352
Cyclohexane,random_solvai_bq,12,2.115935800316878
Cyclohexane,random_solvai_bq,13,2.013271613198075
Cyclohexane,random_solvai_bq,14,1.9055552774136215
Cyclohexane,random_solvai_bq,15,1.8187028126902476
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.4988469284491575
Cyclohexane,random_solvai_bq,5,3.4363929524759755
Cyclohexane,random_solvai_bq,6,2.7354924605139237
Cyclohexane,random_solvai_bq,7,2.725394592112146
Cyclohexane,random_solvai_bq,8,2.6416527673189285
Cyclohexane,random_solvai_bq,9,2.584331532317887
Cyclohexane,random_solvai_bq,10,2.288398565483006
Cyclohexane,random_solvai_bq,11,2.2593429662647155
Cyclohexane,random_solvai_bq,12,2.2458527411324773
Cyclohexane,random_solvai_bq,13,2.2421889782488664
Cyclohexane,random_solvai_bq,14,1.9848576628127639
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.699961732128635
Cyclohexane,random_solvai_bq,5,3.4953857381943365
Cyclohexane,random_solvai_bq,6,3.4490456935709592
Cyclohexane,random_solvai_bq,7,3.2317040147125375
Cyclohexane,random_solvai_bq,8,2.7097540179260085
Cyclohexane,random_solvai_bq,9,2.686913346491796
Cyclohexane,random_solvai_bq,10,2.4043001278142717
Cyclohexane,random_solvai_bq,11,2.3873137032027225
Cyclohexane,random_solvai_bq,12,2.3579319459602983
Cyclohexane,random_solvai_bq,13,2.242188978248867
Cyclohexane,random_solvai_bq,14,2.002904245279353
Cyclohexane,random_solvai_bq,15,1.8187028126902476
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.699961732128635
Cyclohexane,random_solvai_bq,5,3.5379793402967006
Cyclohexane,random_solvai_bq,6,3.2237952559879557
Cyclohexane,random_solvai_bq,7,2.942854918124189
Cyclohexane,random_solvai_bq,8,2.895428481643347
Cyclohexane,random_solvai_bq,9,2.508217783057391
Cyclohexane,random_solvai_bq,10,2.3628782445242416
Cyclohexane,random_solvai_bq,11,2.351269940972648
Cyclohexane,random_solvai_bq,12,2.283440869001319
Cyclohexane,random_solvai_bq,13,1.9327611442927246
Cyclohexane,random_solvai_bq,14,1.9055552774136215
Cyclohexane,random_solvai_bq,15,1.8187028126902474
Cyclohexane,random_solvai_bq,3,3.70323172243337
Cyclohexane,random_solvai_bq,4,3.5413988369526
Cyclohexane,random_solvai_bq,5,3.336131460463882
Cyclohexane,random_solvai_bq,6,3.13724416700656
Cyclohexane,random_solvai_bq,7,3.0871437920414024
Cyclohexane,random_solvai_bq,8,3.066408249899944
Cyclohexane,random_solvai_bq,9,2.970083786303719
Cyclohexane,random_solvai_bq,10,2.943662110162244
Cyclohexane,random_solvai_bq,11,2.0712717680131623
Cyclohexane,random_solvai_bq,12,2.0578654018357376
Cyclohexane,random_solvai_bq,13,1.9474370999454065
Cyclohexane,random_solvai_bq,14,1.931580552564982
Cyclohexane,random_solvai_bq,15,1.8187028126902476
Octane,fixed_solvai_bq,3,3.872343266081384
Octane,fixed_solvai_bq,4,3.8556849111030367
Octane,fixed_solvai_bq,5,3.754296242934342
Octane,fixed_solvai_bq,6,3.0953366839096086
Octane,fixed_solvai_bq,7,2.568026624987986
Octane,fixed_solvai_bq,8,2.5652032381738787
Octane,fixed_solvai_bq,9,2.4524288294556746
Octane,fixed_solvai_bq,10,2.358916885870292
Octane,fixed_solvai_bq,11,2.2847772054632185
Octane,fixed_solvai_bq,12,2.194039551078192
Octane,fixed_solvai_bq,13,1.9980839110237174
Octane,fixed_solvai_bq,14,1.8069357750897708
Octane,fixed_solvai_bq,15,1.7195065061405719
Octane,uniform_solvai_bq,3,3.872343266081384
Octane,uniform_solvai_bq,4,3.241861571846388
Octane,uniform_solvai_bq,5,2.745047869411393
Octane,uniform_solvai_bq,6,2.7162955463982463
Octane,uniform_solvai_bq,7,2.6404807852965004
Octane,uniform_solvai_bq,8,2.57535206628874
Octane,uniform_solvai_bq,9,2.4951415159017496
Octane,uniform_solvai_bq,10,2.3088188940559777
Octane,uniform_solvai_bq,11,2.128950123377981
Octane,uniform_solvai_bq,12,1.9515587909605676
Octane,uniform_solvai_bq,13,1.935269538924229
Octane,uniform_solvai_bq,14,1.813087388392838
Octane,uniform_solvai_bq,15,1.7195065061405719
Octane,curvature_solvai_bq,3,3.872343266081384
Octane,curvature_solvai_bq,4,3.241861571846388
Octane,curvature_solvai_bq,5,2.745047869411393
Octane,curvature_solvai_bq,6,2.685263040016661
Octane,curvature_solvai_bq,7,2.6231349052381345
Octane,curvature_solvai_bq,8,2.5446479759779406
Octane,curvature_solvai_bq,9,2.3622385206055427
Octane,curvature_solvai_bq,10,2.1867679682466563
Octane,curvature_solvai_bq,11,2.0434895954398615
Octane,curvature_solvai_bq,12,1.8973973299785243
Octane,curvature_solvai_bq,13,1.8304653489232259
Octane,curvature_solvai_bq,14,1.7378202239548908
Octane,curvature_solvai_bq,15,1.7195065061405719
Octane,generic_bq,3,4.090459490836895
Octane,generic_bq,4,3.353492878782368
Octane,generic_bq,5,2.3059592408562906
Octane,generic_bq,6,2.09032528972721
Octane,generic_bq,7,1.9768142312785855
Octane,generic_bq,8,1.850922886789442
Octane,generic_bq,9,1.694184226559449
Octane,generic_bq,10,1.5832555436037763
Octane,generic_bq,11,1.247034377988438
Octane,generic_bq,12,1.1204574332207995
Octane,generic_bq,13,1.008763769393831
Octane,generic_bq,14,0.997811614723033
Octane,generic_bq,15,0.9940029786983642
Octane,active_solvai_bq,3,3.872343266081384
Octane,active_solvai_bq,4,3.241861571846388
Octane,active_solvai_bq,5,2.745047869411393
Octane,active_solvai_bq,6,2.5444758311740956
Octane,active_solvai_bq,7,2.5003629040412942
Octane,active_solvai_bq,8,2.412750638082081
Octane,active_solvai_bq,9,2.3216959237098838
Octane,active_solvai_bq,10,2.096029528625224
Octane,active_solvai_bq,11,2.023984129692828
Octane,active_solvai_bq,12,1.8988669704767398
Octane,active_solvai_bq,13,1.7331334419867914
Octane,active_solvai_bq,14,1.7285093523105939
Octane,active_solvai_bq,15,1.7195065061405719
Octane,oracle_non_deployable,3,3.872343266081384
Octane,oracle_non_deployable,4,3.6602104764018164
Octane,oracle_non_deployable,5,3.416624569957936
Octane,oracle_non_deployable,6,3.143866101312182
Octane,oracle_non_deployable,7,2.9385432000417846
Octane,oracle_non_deployable,8,2.6777686895601915
Octane,oracle_non_deployable,9,2.538137404953858
Octane,oracle_non_deployable,10,2.478871229831963
Octane,oracle_non_deployable,11,2.147244619304635
Octane,oracle_non_deployable,12,2.1435141185344597
Octane,oracle_non_deployable,13,2.0097455837765605
Octane,oracle_non_deployable,14,1.7285093523105939
Octane,oracle_non_deployable,15,1.7195065061405719
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.692298042060398
Octane,random_solvai_bq,5,3.5980133252379805
Octane,random_solvai_bq,6,2.9086620607967464
Octane,random_solvai_bq,7,2.7316170545417435
Octane,random_solvai_bq,8,2.7027282319887185
Octane,random_solvai_bq,9,2.2651879965938035
Octane,random_solvai_bq,10,2.2165924902725256
Octane,random_solvai_bq,11,2.0949630132656605
Octane,random_solvai_bq,12,2.079919872186059
Octane,random_solvai_bq,13,1.9654490252271766
Octane,random_solvai_bq,14,1.8857545970938978
Octane,random_solvai_bq,15,1.7195065061405719
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.692298042060398
Octane,random_solvai_bq,5,3.451083951374798
Octane,random_solvai_bq,6,3.4371372288714896
Octane,random_solvai_bq,7,3.335648330900696
Octane,random_solvai_bq,8,3.00631632222001
Octane,random_solvai_bq,9,2.835284954758021
Octane,random_solvai_bq,10,2.7853290150915635
Octane,random_solvai_bq,11,2.423941326262435
Octane,random_solvai_bq,12,2.2217801612675183
Octane,random_solvai_bq,13,2.2185336854401925
Octane,random_solvai_bq,14,2.0857822488288376
Octane,random_solvai_bq,15,1.7195065061405719
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.6602104764018164
Octane,random_solvai_bq,5,3.3686083930781314
Octane,random_solvai_bq,6,3.1005021530544017
Octane,random_solvai_bq,7,3.024915435341493
Octane,random_solvai_bq,8,2.8446572236498437
Octane,random_solvai_bq,9,2.266377068388036
Octane,random_solvai_bq,10,2.0780175524766467
Octane,random_solvai_bq,11,2.0440280251364147
Octane,random_solvai_bq,12,1.8904935319199956
Octane,random_solvai_bq,13,1.7331334419867914
Octane,random_solvai_bq,14,1.72415474033509
Octane,random_solvai_bq,15,1.719506506140572
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.6602104764018164
Octane,random_solvai_bq,5,3.5500914628051032
Octane,random_solvai_bq,6,3.536632413357256
Octane,random_solvai_bq,7,3.2302318578741844
Octane,random_solvai_bq,8,3.2246889080964616
Octane,random_solvai_bq,9,3.089780217120992
Octane,random_solvai_bq,10,2.2390368496085946
Octane,random_solvai_bq,11,2.1286431077595465
Octane,random_solvai_bq,12,2.056219430071987
Octane,random_solvai_bq,13,1.9436413614394943
Octane,random_solvai_bq,14,1.8551986377234886
Octane,random_solvai_bq,15,1.7195065061405714
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.692298042060398
Octane,random_solvai_bq,5,3.331975244522631
Octane,random_solvai_bq,6,3.217934065086098
Octane,random_solvai_bq,7,3.181743796077561
Octane,random_solvai_bq,8,3.1667196017948758
Octane,random_solvai_bq,9,2.8798634612995158
Octane,random_solvai_bq,10,2.8219878554055113
Octane,random_solvai_bq,11,2.81567939510272
Octane,random_solvai_bq,12,2.4209671086228823
Octane,random_solvai_bq,13,2.215294860897333
Octane,random_solvai_bq,14,1.877601921708257
Octane,random_solvai_bq,15,1.7195065061405719
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.771402460142596
Octane,random_solvai_bq,5,3.754296242934342
Octane,random_solvai_bq,6,3.5172941960924122
Octane,random_solvai_bq,7,3.011143578799923
Octane,random_solvai_bq,8,2.8533324328292924
Octane,random_solvai_bq,9,2.3041302412794282
Octane,random_solvai_bq,10,2.186885049222788
Octane,random_solvai_bq,11,2.05903140467654
Octane,random_solvai_bq,12,1.967289419248241
Octane,random_solvai_bq,13,1.824371125249874
Octane,random_solvai_bq,14,1.7378202239548908
Octane,random_solvai_bq,15,1.7195065061405719
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.8556849111030367
Octane,random_solvai_bq,5,3.8553706057449424
Octane,random_solvai_bq,6,3.449648030838985
Octane,random_solvai_bq,7,3.179290972798568
Octane,random_solvai_bq,8,3.0082825688986374
Octane,random_solvai_bq,9,2.932670150489426
Octane,random_solvai_bq,10,2.8413141030773903
Octane,random_solvai_bq,11,2.258610104161338
Octane,random_solvai_bq,12,2.0114567890535167
Octane,random_solvai_bq,13,1.8918761687252825
Octane,random_solvai_bq,14,1.883655557400515
Octane,random_solvai_bq,15,1.7195065061405719
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.6957488074336076
Octane,random_solvai_bq,5,3.5614045254728746
Octane,random_solvai_bq,6,3.5432846283428763
Octane,random_solvai_bq,7,3.136814123477611
Octane,random_solvai_bq,8,3.1324879587555117
Octane,random_solvai_bq,9,2.7718515623686533
Octane,random_solvai_bq,10,2.7190399385094404
Octane,random_solvai_bq,11,2.5500562912613454
Octane,random_solvai_bq,12,2.157445675641061
Octane,random_solvai_bq,13,1.7965959732214543
Octane,random_solvai_bq,14,1.7378202239548908
Octane,random_solvai_bq,15,1.719506506140572
Octane,random_solvai_bq,3,3.872343266081384
Octane,random_solvai_bq,4,3.241861571846388
Octane,random_solvai_bq,5,2.745047869411393
Octane,random_solvai_bq,6,2.598420121231819
Octane,random_solvai_bq,7,2.4013783543699696
Octane,random_solvai_bq,8,2.3545662339632445
Octane,random_solvai_bq,9,2.324422983376419
Octane,random_solvai_bq,10,2.233648967928281
Octane,random_solvai_bq,11,2.1167916813743775
Octane,random_solvai_bq,12,2.110634494968634
Octane,random_solvai_bq,13,2.0366225469420534
