cohort,method,n,mae,rmse,median_absolute_error,r2
endpoint_disjoint,matched_structure_only,220,1.531647178872018,2.309736437003002,0.9618237741272395,0.0863375142415359
endpoint_disjoint,full_solvai,220,1.152554228782572,1.577229348428527,0.8450757326262157,0.573959739406892
strict_response_source_disjoint,matched_structure_only,97,2.1383039557875114,3.080513921077273,1.1023677121042232,-0.22329064608416327
strict_response_source_disjoint,full_solvai,97,1.5355951977058884,1.987916522845103,1.243918559909646,0.4905757786952303
