dimension,group,n,structure_only_mae,solvai_mae,paired_mae_difference
heavy_atom_count_quartile,"(2.999, 9.0]",65,0.8769055431643993,0.6946908591292676,-0.18221468403513164
heavy_atom_count_quartile,"(9.0, 11.0]",47,0.8857873010569965,0.9000398972064592,0.014252596149462875
heavy_atom_count_quartile,"(11.0, 16.0]",58,1.2751346404031898,0.9966627420827919,-0.27847189832039776
heavy_atom_count_quartile,"(16.0, 34.0]",50,3.2874741350618844,2.165974205585159,-1.1214999294767247
nearest_similarity_quartile,"(0.181, 0.357]",57,3.1156423517040914,2.0568337358680364,-1.0588086158360552
nearest_similarity_quartile,"(0.357, 0.441]",53,1.248021098676929,1.0239536582238868,-0.22406744045304203
nearest_similarity_quartile,"(0.441, 0.535]",55,0.8785952375312843,0.7802500157335615,-0.09834522179772257
nearest_similarity_quartile,"(0.535, 1.0]",55,0.8164165274656887,0.711620229754107,-0.10479629771158185
